subscription_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,billing_frequency,account_id,auto_renew_flag,churn_flag,downgrade_flag,is_trial,upgrade_flag
S-c87391,2024-12-08,, Pro    ,9.0,0.0,,monthly,A-fe79a5,True,False,False,True,False
S-a9952f,2024-08-18,,Pro,11.0,0.0,0.0,,A-0aaf6e,True,False,False,True,False
S-3867d6,2024-12-23,,Pro,29.0,0.0,0.0,annual,A-e60f9d,True,False,False,True,False
S-60cb51,2024-04-21,2024-10-25,Basic,,684.0,8208.0,monthly,A-4c38bc,False,True,False,False,False
S-8ba974,2024-07-03,2024-08-23,Pro,,1568.0,18816.0,annual,A-cc98bc,True,True,False,False,False
S-f7e37f,2023-08-07,,Pro,23.0,0.0,0.0,annual,A-794a0b,True,False,False,True,False
S-ff1b11,2024-11-30,,Basic,32.0,608.0,7296.0,annual,A-dcc2f0,False,False,False,False,False
S-f6e116,2024-10-31,,pro,20.0,980.0,11760.0,monthly,A-4d1e75,True,False,True,False,False
S-ed7a72,,,Pro,25.0,1225.0,14700.0,monthly,A-533452,True,False,False,False,False
S-27e42e,2024-03-02,,Pro,29.0,1421.0,17052.0,monthly,A-600734,True,False,False,False,False
S-bd3e24,2024-12-21,2024-12-21,Pro,13.0,637.0,7644.0,annual,A-ffc04f,True,True,False,False,False
S-9e64bd,2024-09-07,,Pro,16.0,0.0,0.0,monthly,A-c7e58b,True,False,False,True,False
S-ad5d94,2023-11-30,,Basic,19.0,0.0,,annual,A-35083d,False,False,False,True,False
S-44483e,2024-09-30,2024-10-22,Enterprise,,,0.0,,A-bbc346,True,True,True,True,False
S-b75a31,2023-11-10,,Pro,7.0,343.0,4116.0,annual,A-a8b49c,True,False,False,False,False
S-731ee3,2024-11-09,2024-12-07,Enterprise,14.0,2786.0,33432.0,annual,A-9077b0,True,True,False,False,False
S-0c91c4,2024-10-11,,Enterprise,11.0,2189.0,26268.0,annual,A-2789e3,True,False,True,False,False
S-148506,2024-01-01,,Basic,9.0,171.0,2052.0,annual,A-3a5ad8,True,False,False,False,False
S-23d802,2024-07-24,,BASIC,54.0,0.0,0.0,monthly,A-ad64c6,True,False,False,True,False
,2024-12-11,,,31.0,0.0,0.0,annual,A-e60f9d,True,False,False,True,False
S-d5ac8c,2024-05-22,,Enterprise,34.0,6766.0,81192.0,annual,A-ef84cf,True,False,False,False,False
,2024-12-29,,Pro,22.0,1078.0,12936.0,monthly,A-5b051a,True,False,False,False,False
S-a61006,2024-12-24,,Enterprise,12.0,2388.0,28656.0,monthly,A-8bde0c,True,False,False,False,True
S-467d4a,2024-11-14,,Pro,,441.0,5292.0,annual,A-1b7577,True,False,False,False,False
S-e1dc0b,2023-09-16,,Pro,,0.0,0.0,monthly,A-e5d6ab,True,False,False,True,False
S-4b7873,2024-11-25,,Basic,16.0,304.0,3648.0,annual,A-0651a4,True,False,False,False,False
S-9f57f5,2024-05-04,,Enterprise,14.0,2786.0,33432.0,,A-96e141,True,False,False,False,False
S-a82473,2024-09-12,,Enterprise,,3184.0,38208.0,annual,A-fda07f,True,False,False,False,False
S-15582c,2024-09-05,,Basic,29.0,551.0,6612.0,monthly,A-600734,True,False,False,False,False
S-caca4f,2024-12-06,,Basic,54.0,1026.0,12312.0,annual,A-e83938,False,False,False,False,False
S-4911f9,2024-12-07,,Basic,8.0,152.0,1824.0,annual,A-bb2f49,True,False,False,False,False
S-f7f6d7,2024-05-07,,Basic,14.0,266.0,3192.0,monthly,A-425e76,True,False,False,False,False
S-1a0f22,2024-12-20,,enterprise,18.0,3582.0,42984.0,monthly,A-d26ab4,True,False,False,False,False
S-3037ab,2024-08-27,,Basic,17.0,323.0,3876.0,annual,A-b9eed8,True,False,True,False,False
S-722103,,,Enterprise,14.0,0.0,0.0,monthly,A-a09355,True,False,False,True,False
S-ca1cb9,,2024-11-13,,87.0,17313.0,207756.0,annual,A-5a215a,False,True,False,False,False
S-00f31d,2024-12-02,,Pro,24.0,1176.0,14112.0,annual,A-410e86,False,False,False,False,False
S-3236ee,2024-12-31,,Basic,13.0,247.0,2964.0,monthly,A-0b0d6d,True,False,False,False,False
,2024-04-20,,Pro,24.0,1176.0,14112.0,monthly,A-e89151,True,False,False,False,False
S-3baf90,2024-06-19,,Basic,40.0,760.0,9120.0,annual,A-5a3eb9,False,False,False,False,False
S-3110d9,2024-08-20,,Enterprise,17.0,3383.0,40596.0,annual,A-692f18,False,False,True,False,False
S-a0a5e3,2024-11-29,,Enterprise,26.0,5174.0,62088.0,monthly,A-6a7c9d,True,False,False,False,False
,,,Basic,28.0,532.0,6384.0,monthly,A-f3ff05,True,False,False,False,False
S-9c67ab,2024-04-04,,Basic,8.0,152.0,1824.0,annual,A-c62e55,True,False,False,False,True
S-f22b7f,2024-12-27,2024-12-27,Enterprise,40.0,7960.0,95520.0,annual,A-b44e3e,True,True,False,False,False
S-71d31c,2024-12-16,,Basic,37.0,0.0,0.0,annual,A-bd4708,False,False,False,True,False
S-64d8c9,2024-11-30,,Basic,41.0,779.0,9348.0,monthly,A-34ea2f,True,False,False,False,True
S-f4335b,2024-08-19,,Enterprise,17.0,3383.0,40596.0,annual,A-075038,False,False,False,False,False
S-1ad9cb,2024-10-10,,pro,20.0,980.0,11760.0,monthly,A-4d1e75,True,False,False,False,False
S-866608,2024-12-23,,Pro,23.0,1127.0,13524.0,annual,A-88c6ca,True,False,False,False,False
S-fccc09,2024-12-20,,Pro,24.0,1176.0,14112.0,monthly,A-1f0ac7,True,False,False,False,True
S-19858e,2024-09-17,,Pro,30.0,1470.0,17640.0,annual,A-92a3af,True,False,True,False,False
S-db0f41,2024-07-26,,Enterprise,70.0,13930.0,167160.0,monthly,A-afa505,False,False,False,False,False
S-897d69,2024-12-20,,Pro,55.0,2695.0,32340.0,monthly,A-0a282f,True,False,False,False,False
S-b57dcd,2023-05-11,,Basic,5.0,95.0,1140.0,annual,A-e5d6ab,True,False,False,False,False
S-6d3477,2024-10-25,,Enterprise,47.0,9353.0,112236.0,annual,A-cd458b,True,False,False,False,False
,2024-06-24,,Enterprise,40.0,7960.0,95520.0,annual,A-9779ad,True,False,False,False,False
S-50334b,2024-08-21,,Pro,12.0,588.0,7056.0,monthly,A-f17767,True,False,False,False,False
S-9f9dfe,2024-11-28,,Pro,30.0,1470.0,17640.0,monthly,A-c62e55,True,False,False,False,False
S-fa2170,2024-10-14,,Pro,44.0,2156.0,,monthly,A-ad3abd,True,False,False,False,False
S-f50851,2024-11-07,,Enterprise,70.0,13930.0,167160.0,monthly,A-c58f49,True,False,False,False,False
S-89e98a,2024-12-27,,Pro,32.0,1568.0,18816.0,monthly,A-c222ab,True,False,False,False,False
,2024-12-14,,Basic,6.0,114.0,1368.0,monthly,A-7c6b6b,True,False,False,False,False
S-532e80,2023-09-30,,Enterprise,31.0,6169.0,74028.0,annual,A-993085,False,False,False,False,False
S-1682d4,2024-12-26,,Enterprise,23.0,4577.0,54924.0,,A-c16b88,False,False,False,False,False
S-dcbf45,2024-01-01,, Pro    ,22.0,1078.0,,monthly,A-0f3e88,True,False,False,False,True
S-7151d9,,,Basic,102.0,1938.0,23256.0,annual,A-eb7c38,True,False,False,False,True
S-523cce,2024-08-28,,Enterprise,30.0,5970.0,71640.0,monthly,A-1b9609,True,False,False,False,False
,2024-12-05,,Enterprise,55.0,10945.0,131340.0,annual,A-956988,True,False,False,False,False
S-d66d63,2023-08-25,,Pro,13.0,,7644.0,annual,A-6c093d,True,False,False,False,False
S-6f75be,2024-03-05,, Enterprise    ,78.0,15522.0,,monthly,A-65a46c,True,False,False,False,False
S-ea3d54,2024-05-30,,,,199.0,,monthly,A-439b2f,False,False,False,False,False
S-dc6a2a,2024-12-21,,Pro,15.0,0.0,0.0,monthly,A-309e54,True,False,False,True,False
S-e21910,2024-02-02,,Basic,,,7068.0,monthly,A-50f3f7,True,False,False,False,False
S-6cfb27,2024-09-29,,,13.0,247.0,2964.0,monthly,A-a8d89d,True,False,False,False,False
S-37a280,2024-05-28,,Basic,92.0,0.0,0.0,monthly,A-40906c,True,False,False,True,False
S-81caea,2024-02-15,,Basic,19.0,361.0,4332.0,monthly,A-3932db,True,False,True,False,True
S-af430c,2024-12-29,,Pro,11.0,539.0,6468.0,monthly,A-1b7577,True,False,False,False,False
S-e2c20a,2023-12-16,,Pro,62.0,3038.0,36456.0,monthly,A-3be56b,True,False,False,False,False
,2024-06-16,,Pro,52.0,2548.0,30576.0,monthly,A-fa2041,True,False,False,False,False
S-864157,2024-12-15,,Pro,25.0,1225.0,14700.0,annual,A-039727,True,False,False,False,False
S-d9d6ac,,,,3.0,,7164.0,annual,A-054577,True,False,True,False,False
,2024-07-22,,Basic,7.0,133.0,1596.0,annual,A-5a92e7,True,False,False,False,False
S-80016a,2024-01-11,,Enterprise,5.0,995.0,11940.0,monthly,A-1b9609,True,False,False,False,False
S-817cf0,2024-10-14,,Pro,9.0,441.0,5292.0,annual,A-378b99,True,False,False,False,False
S-c9e261,2024-10-29,, Enterprise    ,21.0,4179.0,50148.0,monthly,A-dcc3f1,True,False,True,False,False
S-49b0da,2024-11-14,,Enterprise,9.0,1791.0,21492.0,annual,A-fe79a5,True,False,False,False,False
S-765100,2024-06-29,,Basic,43.0,817.0,9804.0,monthly,A-b7ef83,True,False,False,False,False
S-62fb8e,2024-03-12,,Enterprise,8.0,0.0,0.0,monthly,A-ef84cf,True,False,False,True,False
S-3e0382,,,Basic,,513.0,6156.0,monthly,A-425e76,True,False,False,False,False
S-fc4ac6,2024-02-22,2024-06-13,Basic,21.0,399.0,4788.0,monthly,A-ac14bb,True,True,False,False,False
S-798707,2023-08-02,,Pro,8.0,392.0,4704.0,,A-6e7827,True,False,False,False,True
S-039a8e,2024-02-16,2024-08-12,Basic,,,2508.0,annual,A-331424,False,True,False,False,False
S-d9f518,,,Pro,,3283.0,39396.0,annual,A-09540c,True,False,False,False,False
S-eb23dd,2024-09-27,2024-10-29,Basic,38.0,722.0,8664.0,monthly,A-4ef964,True,True,False,False,False
S-816354,2024-05-20,,Pro,20.0,0.0,0.0,monthly,A-186a44,True,False,False,True,False
S-4e4b10,2024-08-22,,Basic,22.0,,5016.0,monthly,A-4e631b,False,False,False,False,False
S-2fd486,2024-12-29,,Pro,148.0,7252.0,87024.0,annual,A-18793f,True,False,False,False,False
S-70a8d6,2024-11-20,,,,2254.0,27048.0,annual,A-bcbe98,True,False,False,False,True
S-3bb8a2,2024-04-28,,Enterprise,19.0,3781.0,45372.0,monthly,A-659280,False,False,False,False,False
S-b0e621,2024-11-23,,Pro,3.0,147.0,,monthly,A-ced9aa,True,False,False,False,False
S-7018bf,2024-10-17,,Pro,42.0,2058.0,24696.0,monthly,A-625d0b,False,False,False,False,False
S-326577,2024-09-22,,Basic,7.0,133.0,1596.0,annual,A-fda07f,True,False,False,False,False
,,,Pro,68.0,3332.0,39984.0,annual,A-8adedc,True,False,False,False,False
S-59c612,2023-10-25,,Basic,23.0,437.0,5244.0,,A-aa9511,True,False,False,False,False
S-d933e7,2024-03-31,,Pro,29.0,1421.0,,monthly,A-fdfc91,True,False,False,False,False
S-45ee20,2024-07-21,,Basic,29.0,551.0,6612.0,monthly,A-1619f8,True,False,False,False,False
S-8c9649,,,Pro,10.0,490.0,5880.0,monthly,A-c9bb3e,False,False,False,False,False
,2024-09-02,,Basic,69.0,1311.0,15732.0,monthly,A-2d1036,True,False,False,False,False
S-f84a6f,2024-07-22,2024-10-14,Enterprise,44.0,8756.0,105072.0,monthly,A-d27f50,True,True,False,False,False
S-369495,2024-10-20,2024-11-18,Pro,8.0,392.0,4704.0,monthly,A-b3fe05,True,True,False,False,False
S-6f0aa3,2023-11-16,,Enterprise,20.0,0.0,0.0,monthly,A-1986ca,True,False,False,True,False
S-da198f,2024-11-06,,Basic,51.0,,11628.0,,A-b07346,True,False,False,False,False
S-c0a7d8,2024-10-26,,Enterprise,30.0,5970.0,71640.0,monthly,A-0dbdc6,True,False,False,False,False
S-b6aefa,2024-09-01,,Pro,5.0,245.0,2940.0,annual,A-6da850,True,False,False,False,False
S-d19216,2024-12-28,2024-12-29,Basic,86.0,1634.0,19608.0,monthly,A-17939a,True,True,False,False,False
S-330457,2024-07-20,,Pro,44.0,2156.0,25872.0,monthly,A-ad3abd,False,False,False,False,False
S-495d33,2024-07-24,,Basic,31.0,589.0,7068.0,monthly,A-50f3f7,True,False,False,False,False
S-adf00a,2024-11-15,,Enterprise,17.0,3383.0,40596.0,,A-de24d5,True,False,False,False,False
S-a54381,,,Basic,34.0,646.0,7752.0,monthly,A-149a69,False,False,False,False,False
S-21b68e,2024-04-25,,ENTERPRISE,25.0,0.0,0.0,monthly,A-4f18f0,True,False,False,True,False
S-4040a9,2024-05-14,,Pro,19.0,931.0,11172.0,monthly,A-6f50ae,False,False,False,False,False
S-8966c9,2024-09-26,,Basic,27.0,513.0,6156.0,monthly,A-cd458b,True,False,False,False,False
S-70275b,2024-08-09,,basic,20.0,380.0,4560.0,annual,A-f45426,True,False,True,False,False
S-6cff51,2024-12-23,,Pro,28.0,1372.0,16464.0,,A-c37601,True,False,False,False,False
S-0185ce,2024-06-01,,Pro,31.0,0.0,0.0,annual,A-50f3f7,False,False,False,True,False
,2024-11-23,, Pro    ,58.0,2842.0,34104.0,,A-05f0e5,True,False,False,False,False
S-3e453b,2024-04-21,,Pro,17.0,833.0,9996.0,annual,A-883b7d,False,False,False,False,False
S-c341e1,2024-09-04,,PRO,14.0,,8232.0,monthly,A-bb2f49,True,False,False,False,False
S-2bef13,2024-06-10,,,45.0,8955.0,,monthly,A-c16b88,False,False,False,False,False
S-ccf9c8,2024-12-14,,Basic,1.0,19.0,228.0,monthly,A-956988,False,False,False,False,False
S-8eff6d,2023-11-20,,Pro,9.0,441.0,5292.0,annual,A-9b9fe9,True,False,True,False,False
S-927235,2024-01-15,,Basic,19.0,361.0,4332.0,monthly,A-e61e98,True,False,False,False,False
S-0ff1eb,2024-09-30,,Enterprise,33.0,6567.0,78804.0,monthly,A-cb5333,True,False,False,False,False
S-c287ef,2024-07-29,,,23.0,437.0,5244.0,annual,A-6dee43,False,False,False,False,False
S-8eb955,2024-08-09,,Basic,46.0,874.0,10488.0,monthly,A-bcbe98,True,False,False,False,False
S-0891f1,2024-01-03,,Basic,40.0,760.0,9120.0,annual,A-e1b9cd,False,False,True,False,False
S-266ada,2024-06-24,, Pro    ,23.0,1127.0,13524.0,monthly,A-794a0b,True,False,False,False,False
S-e50f43,2023-09-20,,Enterprise,54.0,10746.0,128952.0,annual,A-4a4c2d,True,False,False,False,False
S-3647aa,2023-09-09,,Pro,41.0,0.0,0.0,monthly,A-94d3da,True,False,False,True,False
S-cfb886,2024-12-19,,Pro,27.0,1323.0,15876.0,annual,A-54d94a,True,False,False,False,False
S-15d2d2,2024-06-07,,Enterprise,39.0,7761.0,93132.0,monthly,A-96bbc6,True,False,False,False,False
,,,Enterprise,3.0,0.0,0.0,annual,A-e7a1e2,True,False,False,True,False
S-83e7bb,,,Pro,16.0,0.0,0.0,annual,A-781cc0,True,False,False,True,True
S-5178de,2023-12-06,,Pro,40.0,1960.0,23520.0,annual,A-e61e98,False,False,False,False,False
S-375190,2024-06-01,,Pro,25.0,1225.0,14700.0,monthly,A-d4ac0e,True,False,False,False,False
S-2c5e1c,2024-12-08,,Enterprise,87.0,17313.0,,monthly,A-4814a3,True,False,True,False,False
S-84e146,2024-07-21,2024-11-24,Basic,53.0,1007.0,12084.0,monthly,A-d82ef9,True,True,False,False,False
S-5fea89,2023-08-19,,Enterprise,61.0,12139.0,145668.0,monthly,A-2e3bad,True,False,False,False,False
S-a18bb2,2024-12-22,,,67.0,3283.0,39396.0,monthly,A-09540c,True,False,False,False,False
S-41d4ca,2024-09-19,,Pro,21.0,0.0,0.0,monthly,A-90a8c8,True,False,False,True,True
,2024-07-10,,Enterprise,50.0,0.0,0.0,annual,A-1e1b80,True,False,False,True,False
,2024-05-29,,enterprise,27.0,5373.0,64476.0,annual,A-855a48,False,False,False,False,False
S-38a5fb,2024-12-14,,,21.0,4179.0,50148.0,monthly,A-6843f2,True,False,False,False,False
S-dea1f5,2024-07-14,,Basic,21.0,399.0,4788.0,annual,A-bb1eaa,True,False,True,False,False
S-fee7b2,2024-05-07,,enterprise,31.0,6169.0,74028.0,monthly,A-1986ca,True,False,False,False,True
S-875645,,,Basic,69.0,1311.0,15732.0,monthly,A-2d1036,True,False,False,False,False
S-f018e9,2024-06-25,,Basic,14.0,266.0,3192.0,annual,A-019782,True,False,False,False,False
S-8a74bb,2024-10-30,,Enterprise,36.0,0.0,0.0,monthly,A-ac9111,True,False,False,True,False
S-2aa395,2024-07-31,,Basic,5.0,95.0,1140.0,,A-c45b23,False,False,False,False,False
S-7de656,2023-02-15,2023-08-25,Pro,,686.0,8232.0,annual,A-f17767,True,True,False,False,False
S-f2ccdd,2024-12-30,,,32.0,6368.0,76416.0,annual,A-956988,True,False,False,False,False
S-e2fd71,2023-11-29,,Basic,61.0,1159.0,13908.0,monthly,A-158f4e,True,False,False,False,False
S-9b493e,2024-11-23,,Basic,22.0,418.0,5016.0,monthly,A-5b051a,True,False,False,False,False
S-742e23,2024-06-23,,Pro,23.0,1127.0,13524.0,annual,A-aa9511,True,False,False,False,False
S-e7fe6f,2024-07-22,, Pro    ,42.0,2058.0,24696.0,annual,A-35083d,True,False,False,False,True
S-2940a5,2024-04-02,,Enterprise,47.0,0.0,0.0,annual,A-b2225d,False,False,True,True,False
S-0fc93f,2024-12-04,,Basic,39.0,741.0,8892.0,annual,A-5fe118,False,False,False,False,False
S-81a509,2024-09-10,,BASIC,11.0,209.0,2508.0,annual,A-8b25f2,True,False,False,False,True
S-62f5b1,2024-11-23,,Enterprise,50.0,9950.0,119400.0,annual,A-20736a,True,False,False,False,True
S-a801d1,2024-04-03,,Enterprise,36.0,7164.0,85968.0,monthly,A-4c38bc,True,False,False,False,False
S-ad1e4a,2024-11-01,,Basic,16.0,0.0,,monthly,A-d3c88e,True,False,False,True,True
S-ad3ef7,2023-06-03,,Enterprise,19.0,0.0,0.0,annual,A-35083d,True,False,False,True,False
S-a5a40b,2023-09-16,2023-11-06,Enterprise,64.0,12736.0,152832.0,annual,A-180abf,False,True,False,False,False
S-05b245,2024-09-01,,Enterprise,34.0,,81192.0,annual,A-e61e98,True,False,False,False,False
S-3cc641,2024-05-14,,Basic,7.0,133.0,1596.0,monthly,A-3be56b,False,False,False,False,True
S-f973d4,2024-07-27,,PRO,24.0,1176.0,14112.0,monthly,A-5247b3,True,False,False,False,True
S-f25e72,2024-11-13,, Pro    ,92.0,4508.0,54096.0,annual,A-66224b,True,False,False,False,False
S-4f81c2,2024-09-18,,Pro,42.0,2058.0,,monthly,A-ed510f,False,False,False,False,False
S-b65ff3,2024-11-11,,,6.0,1194.0,14328.0,annual,A-c37601,True,False,False,False,False
S-5f5b36,2024-08-26,,Enterprise,22.0,4378.0,52536.0,monthly,A-d42431,True,False,False,False,False
S-e5c35c,2024-11-27,,Enterprise,92.0,18308.0,219696.0,monthly,A-66224b,True,False,False,False,False
S-bc66af,2024-02-12,2024-10-02,Pro,18.0,882.0,10584.0,monthly,A-157070,True,True,False,False,False
S-eff39c,2024-10-31,,Enterprise,32.0,6368.0,,annual,A-118f1c,True,False,False,False,False
S-3c0075,2024-05-27,,Basic,11.0,209.0,2508.0,monthly,A-9123ac,True,False,False,False,False
S-aaaa83,2024-04-26,,,45.0,0.0,0.0,monthly,A-712533,True,False,False,True,False
S-a09141,2023-04-03,,Enterprise,31.0,6169.0,74028.0,annual,A-e3bd71,False,False,False,False,False
S-19edee,2024-08-19,,Enterprise,21.0,4179.0,50148.0,monthly,A-55f257,False,False,False,False,False
S-6f0169,2024-10-23,2024-11-06,PRO,3.0,147.0,1764.0,monthly,A-86cdb4,True,True,False,False,False
S-bfdb45,2023-04-20,,Enterprise,13.0,0.0,0.0,annual,A-cb6cc6,True,False,False,True,False
S-9da0f3,2024-05-13,,Enterprise,41.0,,97908.0,monthly,A-1d5444,True,False,False,False,True
S-68adfa,2024-10-06,,,41.0,0.0,0.0,monthly,A-7f29a7,True,False,False,True,False
S-fcd231,2024-12-31,,Enterprise,63.0,0.0,0.0,annual,A-712426,True,False,False,True,False
S-9a1e04,2024-12-06,,Enterprise,5.0,995.0,11940.0,annual,A-de24d5,True,False,False,False,False
S-38b3b4,2024-11-28,,Enterprise,26.0,5174.0,62088.0,annual,A-533452,True,False,False,False,False
S-b69fa2,,,Pro,27.0,1323.0,15876.0,monthly,A-029f69,False,False,False,False,False
S-a924c2,2024-07-08,,Pro,6.0,294.0,3528.0,annual,A-3cc791,True,False,False,False,False
S-05553e,2024-11-26,,Enterprise,31.0,6169.0,74028.0,annual,A-bc87bc,True,False,False,False,False
S-6ace80,2024-09-16,,Enterprise,7.0,1393.0,16716.0,monthly,A-6f8ad2,True,False,False,False,False
S-0b2faf,2024-07-05,,Basic,15.0,0.0,0.0,,A-c45b23,True,False,False,True,False
S-c01d79,,,Basic,24.0,,0.0,monthly,A-296d7c,True,False,False,True,False
S-df69fe,2024-12-29,,Enterprise,44.0,8756.0,105072.0,annual,A-e7a1e2,True,False,False,False,False
S-f9d635,2024-03-11,,Enterprise,52.0,10348.0,124176.0,monthly,A-a1b80b,False,False,False,False,False
S-d96652,2024-05-01,,Enterprise,7.0,0.0,0.0,monthly,A-503d5a,True,False,False,True,False
S-869bba,2023-10-31,,Enterprise,15.0,0.0,0.0,annual,A-b9f5b1,False,False,False,True,False
,2024-12-24,,Basic,21.0,399.0,4788.0,annual,A-d3c88e,False,False,False,False,False
S-3f00dc,2024-09-02,,Pro,,931.0,11172.0,annual,A-6f50ae,True,False,False,False,False
S-60ea07,2024-08-22,,Pro,14.0,686.0,8232.0,annual,A-3be56b,True,False,False,False,False
,2023-11-15,,,16.0,,3648.0,annual,A-d5a319,True,False,False,False,False
S-1b713e,2024-11-26,,Basic,24.0,0.0,0.0,annual,A-1d5444,False,False,False,True,True
S-63e79e,2024-10-20,,Enterprise,25.0,0.0,0.0,annual,A-7c5768,True,False,False,True,False
S-a54fb2,2024-06-01,,,86.0,1634.0,,annual,A-8ae05d,False,False,False,False,False
S-07734f,2024-11-20,,Basic,8.0,152.0,1824.0,annual,A-b7ef83,True,False,False,False,False
S-6015db,2024-11-15,,Enterprise,,8557.0,102684.0,annual,A-b179bf,True,False,False,False,False
S-1e3a06,2024-12-26,,Enterprise,2.0,398.0,4776.0,monthly,A-2b9d3e,True,False,False,False,False
S-82a67a,2024-12-11,2024-12-13,Pro,15.0,735.0,8820.0,,A-712426,True,True,False,False,False
S-531e3a,2024-07-22,,Basic,39.0,741.0,8892.0,monthly,A-e5d6ab,True,False,False,False,False
S-7d8dde,,,Enterprise,35.0,6965.0,83580.0,monthly,A-3932db,True,False,False,False,False
S-f00f7e,2024-09-09,,Pro,25.0,1225.0,,monthly,A-35083d,True,False,False,False,False
S-92f78a,,,Enterprise,11.0,2189.0,26268.0,monthly,A-6e08f3,True,False,False,False,False
S-1200b3,2023-11-19,,Basic,26.0,494.0,,annual,A-32fb14,False,False,False,False,False
S-e2799b,2024-05-13,,,13.0,2587.0,31044.0,monthly,A-4c56c9,False,False,False,False,False
S-155b3e,2024-12-19,, Enterprise    ,148.0,29452.0,353424.0,annual,A-18793f,False,False,False,False,False
S-691bff,2024-12-27,,BASIC,37.0,703.0,8436.0,annual,A-9174e0,False,False,False,False,False
S-5ddf8d,2024-12-06,,Basic,45.0,855.0,10260.0,annual,A-7f6b86,True,False,False,False,False
S-57019e,2024-07-23,,Pro,38.0,0.0,0.0,annual,A-ad296b,True,False,False,True,False
S-36480d,2024-12-04,,Pro,30.0,1470.0,17640.0,annual,A-52dd88,True,False,False,False,False
S-ad7716,2023-04-13,,Pro,19.0,931.0,11172.0,annual,A-af0cd2,False,False,False,False,False
S-6cd38d,2024-08-28,,Basic,22.0,418.0,5016.0,annual,A-202b67,True,False,False,False,False
S-88c79e,2024-02-18,2024-04-29,Enterprise,,6169.0,74028.0,monthly,A-e3bd71,True,True,False,False,False
S-42fb01,2024-02-08,,,28.0,1372.0,16464.0,monthly,A-bece89,True,False,False,False,False
S-393c51,2024-04-02,,Basic,27.0,513.0,6156.0,annual,A-ba6516,True,False,True,False,False
S-29ec80,2024-12-29,,Enterprise,9.0,1791.0,21492.0,annual,A-625d0b,True,False,False,False,False
S-9bf16e,2024-11-23,2024-12-20,Pro,9.0,441.0,5292.0,monthly,A-533452,True,True,False,False,False
S-5d5a8d,,2024-12-28,Pro,15.0,735.0,8820.0,annual,A-2922b6,True,True,False,False,False
,2024-10-20,,Pro,37.0,1813.0,21756.0,annual,A-bd4708,True,False,False,False,False
S-56cb4f,,,PRO,23.0,1127.0,13524.0,annual,A-cab532,True,False,False,False,False
S-3fa87d,2023-11-13,,Enterprise,5.0,995.0,11940.0,monthly,A-81edc3,True,False,False,False,False
S-96e3e8,2024-12-10,,Basic,16.0,304.0,3648.0,monthly,A-d3c88e,True,False,False,False,True
S-b834a9,2024-05-29,,Basic,26.0,494.0,5928.0,annual,A-dcc3f1,True,False,False,False,False
S-7452a4,2024-12-30,2024-12-31,Enterprise,29.0,5771.0,69252.0,,A-118d55,True,True,False,False,False
S-7b65f4,2024-11-07,2024-12-02,Basic,,779.0,9348.0,,A-7f29a7,False,True,False,False,False
S-a3300f,2024-12-16,,Enterprise,5.0,995.0,,annual,A-81edc3,True,False,False,False,False
S-a9b904,2023-04-12,,,8.0,152.0,1824.0,monthly,A-7641d3,True,False,False,False,False
S-43b6e9,2024-12-13,,Enterprise,27.0,5373.0,64476.0,monthly,A-bbc346,True,False,False,False,False
S-eec4d5,2024-12-10,,Basic,,361.0,4332.0,annual,A-0532a9,True,False,False,False,False
S-7ac30a,2024-10-16,,Enterprise,5.0,995.0,11940.0,annual,A-54ecc2,True,False,False,False,False
S-c696fa,2024-11-12,,Basic,9.0,171.0,2052.0,monthly,A-db5e9e,True,False,False,False,False
S-86ed20,2024-07-25,,Enterprise,22.0,4378.0,52536.0,monthly,A-3f9cc0,False,False,False,False,False
S-dda681,2024-12-21,,Pro,12.0,588.0,7056.0,monthly,A-8bde0c,False,False,False,False,False
S-88d746,,,Enterprise,18.0,3582.0,42984.0,monthly,A-0aaf6e,True,False,False,False,False
S-fc01ba,2024-09-14,,Pro,,0.0,0.0,monthly,A-ba6516,True,False,True,True,False
S-0586ad,2024-07-28,,Enterprise,39.0,7761.0,93132.0,monthly,A-7920cc,True,False,False,False,False
S-24631a,2024-09-07,,Basic,20.0,380.0,4560.0,monthly,A-4d1e75,True,False,False,False,False
S-3d0e5c,2023-11-22,,Enterprise,,0.0,0.0,monthly,A-dcc2f0,True,False,False,True,False
S-519509,2024-11-15,,Basic,33.0,627.0,7524.0,,A-1ac5e0,False,False,False,False,False
S-8b9deb,2024-09-12,2024-11-01,Pro,7.0,343.0,4116.0,monthly,A-6c093d,True,True,False,False,False
S-31178d,2024-06-29,,Pro,26.0,1274.0,15288.0,annual,A-b7ef83,True,False,False,False,False
S-b29d83,2024-02-10,,Basic,11.0,209.0,2508.0,annual,A-51ec1b,True,False,False,False,False
S-a384d2,2024-12-10,,Enterprise,21.0,4179.0,50148.0,monthly,A-d62e02,True,False,False,False,False
S-a61485,2023-11-21,,Enterprise,32.0,6368.0,76416.0,monthly,A-d922bf,True,False,False,False,False
S-d1f12e,2024-02-15,,Enterprise,31.0,6169.0,74028.0,monthly,A-3a5ad8,True,False,False,False,False
S-021985,2024-12-22,2024-12-30,Enterprise,92.0,,219696.0,,A-66224b,False,True,False,False,False
,2024-09-27,,Pro,8.0,392.0,4704.0,annual,A-922109,True,False,False,False,False
