,usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
23070,U-1f169d,S-02b754,2023-04-21,feature_30,7.0,2380.0,0.0,True
23071,U-8b8ca3,S-1fd72a,2023-10-30,feature_29,9.0,3969.0,4.0,False
23072,U-e3cc83,S-632acf,2023-08-27,feature_36,11.0,3762.0,0.0,False
23073,U-4e6dcc,S-ca0c98,2023-06-04,,12.0,156.0,0.0,True
23074,U-fe0114,S-d9d52b,2023-07-09,feature_38,5.0,1765.0,0.0,False
23075,U-c75119,S-39b5ce,,feature_11,10.0,4050.0,1.0,False
23076,U-79e6ec,,2023-10-30,feature_22,10.0,5640.0,0.0,False
23077,U-d7cab8,,2023-04-30,feature_13,10.0,2900.0,0.0,False
23078,U-885ef0,S-270a4e,2024-01-25,feature_5,6.0,1956.0,0.0,False
23079,U-9ac253,S-4b7873,2023-01-07,feature_1,10.0,1150.0,0.0,True
23080,U-4358c5,S-bdd5df,2024-05-27,feature_33,15.0,105.0,1.0,False
23081,U-50d694,S-1ebe39,2023-10-25,feature_16,14.0,4410.0,0.0,False
23082,U-5bc3b7,S-94fc5d,2024-07-01,feature_12,9.0,2646.0,0.0,
23083,U-661920,S-41128b,2023-07-12,feature_36,14.0,7490.0,0.0,False
23084,U-68106f,S-dceac6,2024-02-18,feature_30,7.0,3472.0,,False
23085,U-432894,S-69cc68,2023-06-11,feature_20,5.0,1055.0,0.0,False
23086,,S-f36088,2024-08-11,feature_1,11.0,4510.0,0.0,False
23087,U-746247,S-4b26c5,2023-11-20,feature_20,14.0,2338.0,0.0,False
23088,U-39d89d,S-73688c,2023-08-18,,7.0,175.0,0.0,False
23089,,S-7785af,2023-06-28,feature_21,13.0,910.0,0.0,False
23090,,S-875cf3,2024-07-17,feature_15,15.0,3450.0,2.0,False
23091,U-58108a,S-e7de53,2023-01-18,feature_29,,845.0,0.0,False
23092,u-a0f89b,S-03340d,2023-08-03,feature_4,11.0,1826.0,0.0,False
23093,U-b9db64,S-8c41e8,2023-10-12,feature_11,10.0,4780.0,2.0,False
23094,U-3b8333,S-004eb4,2024-12-25,feature_14,,,0.0,False
23095,U-1c6070,S-4ef4fd,2024-02-08,feature_16,11.0,1650.0,2.0,
23096,,S-89e27e,,feature_33,15.0,360.0,0.0,True
23097,U-e834b1,S-180ae3,2023-04-01,feature_18,10.0,4990.0,3.0,False
23098,U-6e4675,S-26da35,2023-11-13,feature_5,7.0,,2.0,False
23099,U-5BEBF1,S-d322a2,2023-08-29,feature_23,12.0,6276.0,1.0,False
23100,,S-804965,2023-06-08,feature_33,10.0,100.0,1.0,
23101,u-3e76d9,S-7bebc1,2023-03-17,feature_9,9.0,2412.0,0.0,False
23102,U-6d3af9,S-826d19,2024-06-25,feature_31,10.0,610.0,1.0,False
23103,U-8ed943,S-2fe253,2024-04-01,feature_26,8.0,1720.0,0.0,False
23104, U-f0b122    ,,,feature_2,10.0,1570.0,1.0,False
23105,U-704bb4,S-559e85,2024-07-03,feature_17,5.0,435.0,0.0,False
23106,,S-711528, 2023-05-31    ,feature_38,10.0,1990.0,1.0,False
23107,U-5197d3,S-022a1e,2024-05-09,feature_11,8.0,3696.0,0.0,False
23108,,S-e2c20a,2023-12-30,feature_39,12.0,2868.0,0.0,False
23109,U-2368b0,S-5d0f41,,feature_2,9.0,4005.0,0.0,True
23110,U-7a9545,S-06e837,2024-08-28,feature_20,7.0,980.0,0.0,True
23111,U-537747,S-ae3270,2023-10-01,feature_32,9.0,3834.0,1.0,False
23112,U-d3bf58,S-aef80b,2023-08-28,feature_1,7.0,672.0,0.0,False
23113,,S-9d36ff,2023-06-22,feature_2,10.0,3290.0,0.0,False
23114,u-1466e1,S-bb45bb,,feature_17,10.0,5960.0,0.0,False
23115,,S-0a7396,2023-10-13,,9.0,4329.0,0.0,False
23116,U-7aa3b4,S-a36281,2024-07-17,feature_36,17.0,6579.0,1.0,False
23117,U-6de8da,S-edf4e0,,feature_2,17.0,2125.0,2.0,
23118,U-be5ec8,S-425607,2024-04-06,,11.0,,1.0,False
23119,,S-a3cbd4,2024-06-30,feature_27,11.0,3014.0,1.0,False
23120,U-851de4,S-adbb41,2023-05-04,feature_26,10.0,5020.0,2.0,False
23121,U-22f601,S-92b77f,2024-06-17,feature_24,7.0,168.0,0.0,False
23122,U-723c55,,2024-11-19,feature_8,8.0,4320.0,1.0,False
23123,U-8cf10a,S-0f6f44,2024-09-20,feature_29,11.0,594.0,0.0,False
23124,U-14fa67,S-97a010,2023-08-13,feature_6,4.0,1540.0,0.0,False
23125,U-8c97b4,S-8923b3,2024-11-14,feature_35,12.0,480.0,0.0,False
23126,U-028ff3,S-b8ca59,2023-06-15,feature_29,6.0,1074.0,1.0,False
23127,U-a9ff1a,S-bfca66,2024-04-30,feature_20,16.0,1264.0,0.0,False
23128,U-53d9d3,S-a68d25,2024-05-07,feature_34,6.0,960.0,,False
23129,,S-b89305,2023-06-22,feature_13,12.0,3576.0,5.0,False
23130,U-2D7BF9,S-70c369,,feature_11,5.0,755.0,,False
23131,U-7e4bd2,S-786ead,2023-02-06,feature_38,11.0,5236.0,0.0,False
23132,U-6fdb4f,S-52385a,2024-12-17,feature_6,11.0,2101.0,1.0,False
23133,U-d397c3,S-4c9107,2024-07-16,feature_9,12.0,1308.0,1.0,False
23134,,S-d5bf88,2023-07-25,feature_18,8.0,1088.0,0.0,False
23135,U-bb647e,S-0c0691,2024-04-07,feature_17,8.0,1872.0,0.0,False
23136,u-7348e7,S-c7a771,2023-06-01,feature_9,9.0,1845.0,0.0,True
23137,U-963bf8,S-b04b73,2024-06-21,feature_12,14.0,6986.0,1.0,False
23138,U-4621eb,S-26a630,2023-01-19,feature_25,12.0,5280.0,0.0,False
23139,U-483b97,S-3ba19e,2024-09-21,feature_18,12.0,2364.0,0.0,
23140,U-e14e99,S-ce932b,2024-05-08,feature_11,12.0,3312.0,,
23141,U-566395,S-ccc10f,2023-07-07,feature_29,11.0,6479.0,0.0,False
23142,U-97946e,S-4f21c1,2023-10-30,feature_28,16.0,2656.0,0.0,False
23143,U-4eb451,S-26e8f0,2024-05-01,feature_22,7.0,1127.0,0.0,False
23144,,S-df91b0,2024-03-26,feature_31,8.0,2840.0,0.0,False
23145,,S-8048cc,2024-06-04,feature_34,9.0,4203.0,1.0,False
23146,U-fb9981,S-e567db,2023-10-17,feature_15,5.0,2060.0,0.0,False
23147,U-244ab8,S-856627,2023-09-13,feature_38,14.0,2912.0,,False
23148,U-0a8865,S-fade3d,2024-04-19,feature_39,14.0,6790.0,0.0,False
23149,,S-6587d8,2023-07-25,feature_9,10.0,5390.0,0.0,False
23150,U-8fca11,,2023-10-29,feature_4,8.0,2232.0,,False
23151,U-780305,S-61c27e,2024-03-16,feature_24,15.0,6720.0,0.0,False
23152,U-088ec3,S-3c52a6,2024-08-06,feature_20,8.0,4472.0,0.0,False
23153,U-f5abca,S-ebfbbe,2024-02-04,feature_31,7.0,973.0,0.0,False
23154,U-22b95b,S-afea79,2024-07-11,feature_40,8.0,2448.0,0.0,False
23155,U-d137b8,S-b83d8d,2024-02-17,feature_7,12.0,1920.0,2.0,True
23156,,, 2023-01-23    ,feature_31,7.0,,,True
23157,,,2024-08-07,feature_5,14.0,8036.0,0.0,False
23158,U-1adb63,S-c08805,2023-06-08,feature_28,11.0,4851.0,0.0,False
23159,U-401f9d,S-665df9,2024-05-01,feature_4,11.0,1056.0,0.0,False
23160,U-3f97b1,S-938952,2024-03-06,feature_16,6.0,,0.0,False
23161,U-35bfd7,S-938952,2023-01-31,feature_1,13.0,,0.0,False
23162,U-4eb555,S-c0d979,2023-12-31,feature_11,6.0,996.0,0.0,False
23163,U-122a47,S-09076d,2024-04-01,,7.0,1267.0,0.0,False
23164,U-a6aee5,,2023-01-24,,,1635.0,0.0,True
23165,U-11ad44,S-70d15d,2023-12-30,feature_39,13.0,3666.0,1.0,False
23166,u-11422e,S-552434,2023-06-22,,6.0,480.0,4.0,False
23167, U-20b147    ,S-12c163,2024-07-22,feature_9,15.0,1035.0,1.0,False
23168,U-463f43,S-7003c5,2023-08-23,feature_36,9.0,3312.0,0.0,False
23169,U-359bd5,S-592443,2024-01-26,feature_28,,,0.0,True
23170, U-bd8796    ,S-8c61f4,2024-06-09,feature_17,8.0,4768.0,0.0,True
23171,U-674771,S-2f07f6,2023-08-24,feature_19,15.0,,0.0,False
23172,U-45f494,S-b18ae9,2023-11-01,,9.0,4473.0,0.0,True
23173,U-52901f,S-41871d,2024-07-29,feature_7,,4599.0,0.0,False
23174,U-610bbf,S-a3927a,2023-11-20,feature_14,9.0,2727.0,0.0,False
23175,U-a577df,S-5488ba,,feature_31,10.0,2950.0,0.0,False
23176,U-E2Bbf3,S-b9c635,2024-09-29,feature_38,5.0,1450.0,,False
23177,U-35a73b,S-57019e,2024-01-07,,8.0,256.0,0.0,False
23178,U-B69EE3,S-f69fca,2024-01-14,feature_10,10.0,4910.0,0.0,False
23179,U-cd538d,S-b046ad,2023-04-15,feature_16,13.0,7397.0,2.0,False
23180,U-701e5a,S-13939b,2023-03-05,feature_24,11.0,4653.0,1.0,False
23181,U-bd2781,S-e7416c,2023-09-22,feature_29,9.0,2583.0,0.0,False
23182,U-2a8ef7,S-a79d1f,2024-07-02,feature_10,9.0,5175.0,0.0,
23183,,S-0896f4,,feature_22,10.0,5870.0,0.0,False
23184,U-1724e7,S-42bbe0,2024-04-28,feature_35,16.0,6064.0,2.0,False
23185,U-dc2283,S-d933e7,2023-12-27,,15.0,4935.0,0.0,False
23186,U-ee56c1,S-5d68fb,2023-11-14,feature_7,8.0,2616.0,0.0,True
23187,U-cced51,S-761518,2024-05-12,feature_39,,462.0,3.0,False
23188,U-b18983,S-1bb4f4,2024-06-01,feature_4,15.0,5910.0,0.0,False
23189,U-89023c,S-86c28f,,feature_30,10.0,1880.0,0.0,True
23190,u-013841,S-1da72c,2024-12-26,feature_17,10.0,2370.0,0.0,False
23191,,S-4fe9b6,2023-05-12,feature_13,13.0,1222.0,0.0,False
23192,U-ae8288,S-c61dc9,2023-05-18,feature_1,13.0,4446.0,0.0,False
23193,U-6d6253,S-7e8699,2023-02-23,feature_20,9.0,3708.0,1.0,False
23194,U-c1a013,S-576aec,2023-10-31,feature_3,10.0,5230.0,2.0,False
23195,U-d77e15,S-fa781b,2023-10-29,feature_1,12.0,3228.0,0.0,False
23196,U-91357e,S-501046,2023-09-29,feature_32,10.0,2780.0,0.0,False
23197,U-aa10b7,S-652885,2024-09-29,feature_32,9.0,5256.0,0.0,False
23198,U-f6274d,,2024-06-12,feature_10,15.0,6525.0,0.0,False
23199,U-a305d3,S-552434,2024-03-11,feature_10,10.0,3070.0,0.0,False
23200,U-2ba6af,S-b11cdb,2024-06-15,feature_13,10.0,780.0,0.0,False
23201,U-cf4a18,S-9c67ab,,feature_37,10.0,1240.0,0.0,False
23202,U-bfaa6a,S-ac1f01,2023-04-23,feature_18,12.0,5988.0,0.0,False
23203,U-be11a0,S-97df3f,2024-03-26,feature_3,6.0,1476.0,0.0,False
23204,U-d61e81,S-cd8a6a,,feature_24,9.0,2493.0,,False
23205,U-3ebdfb,S-ff5ff8,2024-07-23,feature_16,,4329.0,0.0,False
23206,,S-408c2f,2023-08-24,feature_27,8.0,,0.0,False
23207,U-96b4ad,S-b35b20,2024-09-28,feature_28,8.0,4048.0,0.0,False
23208,U-1f8edf,S-ca72d9,2023-11-29,feature_4,21.0,9492.0,0.0,False
23209,U-2d91ab,S-d88f58,2024-05-05,feature_40,10.0,2260.0,0.0,False
23210,U-ec52af,S-aaeb34,2024-12-27,feature_22,4.0,1528.0,0.0,False
23211,U-a33381,S-79d1e0,2024-08-11,,12.0,3204.0,0.0,False
23212,U-db0d71,S-62f048,2024-07-11,feature_20,12.0,4476.0,0.0,False
23213,U-936cd5,S-93622a,2024-02-13,feature_11,7.0,1463.0,0.0,False
23214,U-53afb0,S-88f1be,2023-03-20,feature_13,11.0,4433.0,3.0,
23215,U-565f5a,S-ad32a8,2024-03-29,feature_20,6.0,1518.0,0.0,False
23216,U-196a64,S-374be8,2024-11-20,feature_7,8.0,2232.0,2.0,False
23217,U-7ddde5,S-3f08d7,2024-03-27,feature_5,9.0,4626.0,1.0,False
23218,U-b26fcc,S-8b1fc1,2023-03-11,feature_28,10.0,,0.0,False
23219,U-52d038,S-fdb8f1,2023-06-23,feature_31,9.0,1980.0,0.0,
23220,U-bedbb4,S-19950d,2023-05-26,feature_39,8.0,160.0,0.0,True
23221,U-9C8Bde,S-70af60,2023-08-19,feature_14,11.0,3355.0,1.0,True
23222,U-5f077f,S-270e94,2024-01-30,feature_38,8.0,2480.0,1.0,False
23223,U-7f5a97,S-0e6b77,,feature_23,16.0,9376.0,0.0,False
23224,U-61639f,S-a5d949,2023-09-21,feature_24,,513.0,0.0,False
23225,U-3c342c,S-da0a69,2023-11-05,feature_2,11.0,1265.0,0.0,False
23226,U-3edae1,S-7e44b0,2024-04-07,feature_27,11.0,,0.0,False
23227,U-91bbbe,S-e7e4bd,2023-05-23,feature_3,5.0,,0.0,False
23228,U-9afe9b,S-35a9b6,,feature_37,8.0,2208.0,0.0,False
23229,U-e69212,S-c693b6,2023-04-25,feature_21,9.0,1215.0,0.0,False
23230,U-7a232e,S-93ab2d,2024-08-08,feature_11,10.0,,1.0,
23231,U-1f5b93,S-44483e,2023-11-11,feature_4,8.0,4600.0,0.0,False
23232,U-3d1109,S-d3ecc2,,feature_2,12.0,6684.0,0.0,False
23233,U-4dc783,S-bba658,2024-04-28,feature_10,19.0,5662.0,0.0,False
23234,U-298ae7,S-ceaca8,2024-11-14,feature_14,4.0,92.0,0.0,False
23235,U-db6315,S-52699f,2024-12-08,feature_17,14.0,6188.0,2.0,False
23236,U-8dbb90,S-ac8fd3,2024-07-15,feature_32,14.0,7602.0,0.0,True
23237,U-631b60,S-2565f0,2023-10-29,feature_29,17.0,7599.0,0.0,False
23238,U-2a08a0,S-154918,,feature_6,11.0,6413.0,0.0,False
23239,U-68f3c6,S-0ba1fe,2023-05-31,feature_38,8.0,4544.0,0.0,False
23240,U-d0e5f3,S-e66964,2023-07-14,feature_12,9.0,4266.0,0.0,True
23241,U-abba80,S-679c73,2023-03-21,feature_8,8.0,1320.0,0.0,False
23242,u-d305f6,S-0aed9e, 2024-07-25    ,feature_11,12.0,7104.0,0.0,False
23243,U-5ace3e,S-eec056,2024-06-15,feature_16,11.0,5786.0,0.0,False
23244,U-f63f6b,S-e97b9f,2024-12-14,feature_18,9.0,1053.0,1.0,False
23245,U-82821e,S-a6820d,2024-09-10,feature_40,6.0,1278.0,0.0,False
23246,U-d3ce0e,S-e3165d, 2024-02-28    ,feature_40,4.0,1828.0,,False
23247,U-b8729b,,2024-06-01,feature_28,,2178.0,0.0,
23248,U-0f094c,S-921dc3,2024-08-13,feature_23,12.0,4884.0,3.0,False
23249,U-1c569a,,2023-12-04,feature_36,12.0,3324.0,0.0,False
23250,U-a3f18f,S-d914d8,2023-08-13,feature_8,15.0,7620.0,0.0,False
23251,U-7e781b,S-018501,2023-09-11,feature_25,12.0,1944.0,0.0,False
23252,,S-b47d75,2023-04-11,feature_17,9.0,,3.0,False
23253,U-0c877b,S-e0f238,2023-06-28,feature_10,10.0,1580.0,0.0,False
23254,,S-f49f24,2023-09-05,feature_2,10.0,3130.0,3.0,False
23255,U-07e0ed,S-183460,2024-03-05,feature_30,,7111.0,0.0,False
23256,U-774a53,S-ff109c,2024-06-20,feature_33,8.0,2784.0,1.0,False
23257,U-402ee0,S-149409,,feature_36,10.0,2580.0,0.0,False
23258,U-7b28e3,S-2843fe,2024-10-11,feature_7,10.0,3100.0,0.0,False
23259,U-0bf3f6,,2024-12-11,feature_26,8.0,1480.0,1.0,False
23260,U-369011,S-2f0291,2024-10-02,feature_19,16.0,,0.0,False
23261,,S-f7fa56,2023-03-19,feature_25,10.0,2670.0,,False
23262,U-4b9ebd,S-28d64b,2024-03-10,feature_29,10.0,1080.0,0.0,False
23263,U-dd2757,S-dd85c4,2023-10-10,feature_10,9.0,4941.0,0.0,False
23264,U-326b23,S-4904cd,2023-05-10,feature_20,7.0,3850.0,0.0,False
23265,U-7d6691,S-48ce17,2024-09-30,feature_12,10.0,1930.0,1.0,False
23266,U-5e845c,S-3f48a5,2023-09-20,feature_15,13.0,1820.0,2.0,False
23267,U-993bd7,S-7bd2d7,2024-12-10,feature_30,10.0,1160.0,0.0,False
23268,U-6c01bf,S-6ed77d,2023-11-23,feature_9,13.0,2821.0,0.0,False
23269,U-dcee39,S-868325,2024-05-17,feature_34,10.0,,0.0,True
23270,U-412f39,S-c1d6cf,2024-07-19,feature_8,12.0,6792.0,1.0,False
23271,U-3aed63,S-992c2a,2023-07-04,feature_3,15.0,5715.0,0.0,False
23272,U-5a4fff,S-4a90fd,2023-01-13,feature_22,5.0,2660.0,0.0,False
23273,,S-653165,2024-05-21,feature_40,,,,False
23274,U-c4df2c,S-bedd26,2023-01-14,feature_17,,1452.0,1.0,False
23275,U-b056bb,S-cbf8e8,2024-12-04,feature_27,5.0,320.0,0.0,False
23276,U-bf47ca,S-1fddda,2024-02-18,feature_16,11.0,5698.0,0.0,False
23277,,S-401496,2023-10-31,feature_2,5.0,115.0,0.0,False
23278,U-76e3cd,S-adf00a,2024-01-08,feature_24,9.0,1710.0,0.0,False
23279,U-5de6ab,S-32e881,2023-06-02,feature_27,11.0,3575.0,1.0,False
23280,U-27e587,S-73d0eb,2024-02-04,feature_4,14.0,5852.0,0.0,False
23281,U-525ddc,S-23dab0,2024-09-10,feature_12,18.0,7614.0,,True
23282,U-6b096a,S-59d050,2024-07-14,feature_33,9.0,2178.0,0.0,False
23283,U-18c44e,S-5521f5, 2023-10-30    ,feature_24,10.0,5440.0,0.0,False
23284,U-e02863,S-8e45ba,2024-08-09,feature_28,11.0,4675.0,1.0,
23285,U-637e5d,S-6ee6c9,2023-01-01,feature_37,7.0,2296.0,0.0,False
23286,U-1b577b,S-ed55d2,,feature_24,,2664.0,0.0,False
23287,U-774026,S-42af3d,2024-11-02,feature_13,6.0,2748.0,0.0,False
23288,U-c4e336,S-931899,2024-11-06,feature_20,,3006.0,0.0,False
23289,U-FC3DBE,S-7ff88c,2024-08-17,feature_8,9.0,2142.0,1.0,True
23290,U-64f998,S-710a78,2024-09-19,feature_1,14.0,168.0,0.0,False
23291,U-975c42,S-9e8b22,2023-11-04,feature_28,5.0,855.0,2.0,True
23292,U-04cb48,S-d61866,2024-02-17,feature_37,,672.0,0.0,False
23293,U-e05e9d,S-13d6d1,2023-02-26,feature_22,11.0,99.0,0.0,False
23294,U-d9b59a,S-4904cd,2024-10-21,feature_35,10.0,2240.0,1.0,False
23295,U-9508e2,S-c619d6,2024-05-27,feature_31,10.0,5110.0,0.0,False
23296,U-ad98f2,S-cfaa97,,feature_13,14.0,1582.0,1.0,False
23297, U-b978de    ,S-b12284,,feature_39,15.0,8550.0,,False
23298,U-bac7db,,2023-09-15,,10.0,3860.0,4.0,False
23299,U-2c3e41,S-9fc9f5,2024-05-16,feature_27,13.0,5941.0,0.0,True
23300,,S-2c091a,,feature_17,,356.0,1.0,False
23301,U-b2d20a,S-96e3e8,2023-04-28,feature_1,15.0,6195.0,2.0,False
23302,U-126016,S-8d122e,2023-07-01,feature_22,16.0,2416.0,1.0,False
23303,,S-3ad7c4,2024-02-18,feature_4,7.0,2275.0,0.0,False
23304,U-c20a0f,S-9c09cb,2024-09-02,feature_39,,1864.0,0.0,False
23305,U-1f0a2f,S-9b8421,2024-12-24,feature_8,11.0,2046.0,0.0,False
23306,U-70c5ae,S-13c8b6,2024-12-17,feature_19,,4671.0,0.0,False
23307,U-233faa,S-ca9532,2023-11-23,feature_6,10.0,2810.0,0.0,False
23308,U-be428a,S-504bce,2024-05-15,feature_37,9.0,3033.0,0.0,False
23309,U-2ead3a,,2023-02-16,feature_23,11.0,4785.0,1.0,False
23310,U-de459b,S-22f848,2024-05-06,feature_16,8.0,3856.0,0.0,False
23311,U-7ce3de,S-ff93b5,2023-03-27,feature_8,7.0,3661.0,0.0,False
23312,U-47624f,S-d9659f,2023-07-04,,9.0,1539.0,0.0,False
23313,U-4aacc4,S-64acb8,2023-11-23,feature_8,6.0,1134.0,0.0,False
23314,U-69d52d,S-33598f,2024-12-25,feature_16,10.0,1710.0,1.0,
23315,U-d8b8f0,S-343bab,2023-01-09,feature_26,5.0,600.0,0.0,False
23316,U-a40d45,,2023-09-16,feature_7,14.0,6468.0,1.0,False
23317,U-c537ef,,2024-05-02,feature_7,6.0,1788.0,3.0,False
23318,,S-574b52,,feature_12,12.0,1452.0,0.0,
23319,U-f1705c,,2023-01-24,feature_11,9.0,423.0,0.0,False
23320,U-7da660,S-fe77d4,2023-06-23,feature_5,4.0,256.0,0.0,False
23321,U-020ba5,S-f554b0,2024-10-24,feature_33,16.0,4112.0,0.0,
23322,U-74965A,S-246942,2024-06-09,feature_27,14.0,2758.0,0.0,False
23323,U-2f4826,S-aa3dd4,,feature_29,9.0,4581.0,4.0,False
23324,U-36A0C2,S-68adfa,2023-09-24,feature_13,12.0,5628.0,0.0,False
23325,U-ec9c86,S-8c41e8,2024-09-02,feature_21,2.0,602.0,0.0,
23326,U-b29094,S-d5a07a,2024-11-07,feature_11,13.0,4368.0,,False
23327,U-06f595,S-6608d9,2023-04-10,feature_6,11.0,1386.0,0.0,False
23328,U-4e07d4,S-23ccf4,2024-08-19,feature_29,9.0,1791.0,0.0,False
23329,U-7f2133,S-0a3e58,2024-02-15,feature_24,,4528.0,1.0,
23330, U-1704ec    ,S-4c82da,2024-10-19,feature_34,10.0,390.0,0.0,False
23331,U-f9c567,S-07abdd,2023-10-13,feature_13,10.0,5290.0,0.0,True
23332,U-da6ac4,S-4ef4fd,2023-12-05,feature_12,13.0,5486.0,3.0,True
23333,U-7d673c,S-9f8b23,2023-10-20,feature_6,9.0,5121.0,0.0,False
23334,U-794b4f,S-aede24,2023-01-29,feature_21,13.0,,,False
23335,U-dd1790,S-463525,2023-02-16,feature_40,7.0,42.0,0.0,False
23336,U-E5B713,,2024-07-29,feature_18,13.0,7033.0,0.0,True
23337,U-1Fbf02,S-937207,2023-09-08,feature_27,11.0,3938.0,0.0,False
23338,U-775C33,S-fc3dcb,2023-11-21,feature_27,11.0,,0.0,True
23339,U-2c844a,S-ca98c9,2024-02-10,feature_26,10.0,,,False
23340,U-f467c2,S-370135,2023-02-16,feature_36,9.0,126.0,0.0,False
23341,U-81124F,S-d1527e,2023-12-06,feature_17,8.0,1792.0,0.0,
23342,U-9b41ae,S-86571c,2023-08-01,feature_7,5.0,2025.0,3.0,False
23343,U-165872,S-6bdda7,2024-03-05,feature_40,9.0,4662.0,0.0,False
23344,U-f3c575,S-ddc51c,2023-11-18,feature_8,10.0,3220.0,0.0,False
23345,,S-62c088,2023-09-26,feature_26,13.0,364.0,2.0,False
23346,U-4ba554,S-6b0a2f,2023-07-09,feature_21,,1078.0,0.0,False
23347,U-14e356,S-4c5456,2023-10-03,feature_35,15.0,2760.0,0.0,False
23348,U-4cfd56,S-eae806,2023-02-24,feature_5,9.0,4248.0,4.0,False
23349,U-6f31a6,S-b94bce,2023-12-23,feature_20,10.0,4480.0,0.0,False
23350,U-6b52ee,S-67acc8,2024-02-15,feature_26,10.0,1870.0,0.0,False
23351,U-f44c53,,2023-10-28,feature_35,8.0,4720.0,0.0,True
23352,U-03c2c9,S-a76521,2023-07-24,feature_1,,1680.0,0.0,False
23353,U-ca79f2,S-c9d323,2023-08-01,feature_5,,4095.0,0.0,False
23354,,S-8cfc1b,2024-10-02,feature_26,12.0,4824.0,1.0,False
23355,U-6b919e,S-3199cf,2024-02-12,,11.0,5401.0,1.0,True
23356,U-d44fc1,S-6b1de8,2023-12-17,feature_23,10.0,2160.0,0.0,False
23357,U-fa9928,S-36069b,2023-01-22,feature_27,12.0,3504.0,1.0,True
23358,U-1EE89F,S-69fb37,2024-02-07,feature_9,7.0,889.0,0.0,False
23359,U-18fc58,S-ffce65,2024-05-09,feature_28,18.0,6498.0,0.0,False
23360,U-887628,S-eae806,2024-06-22,feature_26,13.0,416.0,0.0,False
23361, U-54ba5e    ,S-f49f24,,,8.0,2912.0,0.0,False
23362,U-f70cec,S-053142,2024-10-17,feature_6,8.0,1824.0,3.0,False
23363,U-6acd46,S-40d87e,2024-09-25,feature_34,16.0,8256.0,0.0,True
23364,U-b31191,S-f64908,2023-06-27,feature_32,13.0,728.0,1.0,True
23365,U-96b8b8,S-cdf625,2023-09-29,feature_5,7.0,2758.0,0.0,False
23366,U-b46b5d,S-a0e1dc,2023-11-12,feature_4,11.0,4532.0,2.0,False
23367,U-c818fd,S-51924b,,,13.0,2600.0,2.0,False
23368,U-267875,S-2d2a88,2023-09-01,feature_23,13.0,5551.0,0.0,False
23369,U-cc6c39,S-88a47f,2024-09-09,feature_3,19.0,8474.0,1.0,False
23370,U-5f432c,S-4fd561,2024-10-18,feature_35,12.0,2376.0,0.0,False
23371,U-9e63d8,S-8f4f5b,,feature_3,11.0,4488.0,0.0,True
23372,U-27d6b9,S-92f78a,2023-04-26,feature_7,,4873.0,1.0,False
23373,U-31191f,S-544f34,2023-01-12,feature_15,13.0,1313.0,0.0,False
23374,U-06bdc4,S-a01486,2023-04-01,feature_16,10.0,4820.0,0.0,
23375,,S-106bf6,2024-10-20,feature_38,8.0,1240.0,0.0,False
23376,U-820077,S-131064,,feature_10,8.0,3528.0,0.0,False
23377,U-016982,S-d76f8b,2023-03-03,feature_17,9.0,423.0,0.0,False
23378,U-2e833b,S-ff93b5,2024-08-19,feature_36,12.0,2112.0,0.0,True
23379,U-717d76,S-f5f5b3,2024-10-09,feature_28,10.0,2010.0,1.0,True
23380,U-62d205,S-9a7851,2023-04-08,feature_22,10.0,650.0,0.0,False
23381,U-25bfb4,S-51f213,2024-10-14,feature_31,9.0,1611.0,0.0,False
23382,U-c826f5,S-003647,2023-10-06,feature_11,11.0,,0.0,True
23383, U-30393c    ,S-a1901c,2023-03-25,feature_12,11.0,891.0,1.0,False
23384,U-2298a0,S-8ae804,2023-07-20,feature_34,7.0,3339.0,3.0,False
23385,U-565521,S-31090f,2023-06-13,feature_29,7.0,217.0,0.0,False
23386,U-3fa66f,S-9eeb7e,2023-08-28,feature_38,12.0,,0.0,
23387,U-d7acaa,S-708924,2024-10-14,,13.0,2678.0,2.0,False
23388,U-2c4e15,S-67da25,2024-05-28,feature_29,16.0,1632.0,0.0,False
23389,,S-6bd30a,2023-11-12,feature_3,13.0,7150.0,0.0,False
23390,,S-3741b9,2024-08-04,feature_30,10.0,,1.0,False
23391,U-fb3407,S-4dfd17,2024-10-08,,11.0,2420.0,,False
23392,U-3e5c14,S-651c01,2024-10-01,feature_24,7.0,2513.0,0.0,False
23393,U-464d40,,2023-06-06,feature_24,10.0,5140.0,,True
23394,U-05A0F9,S-778c7e,2024-12-16,feature_21,11.0,110.0,1.0,False
23395,U-0d18a5,S-e6e96f,2024-04-20,feature_18,9.0,2601.0,0.0,False
23396,U-4cbdc1,S-f7b2fc,2023-04-11,feature_19,10.0,1650.0,0.0,False
23397,U-62ed09,S-4eb120,2023-08-21,feature_18,10.0,4770.0,1.0,True
23398,U-327732,S-ff79f7,2024-08-19,,8.0,2832.0,,False
23399,U-855d74,S-47048b,2023-09-17,feature_8,8.0,3688.0,0.0,False
23400,U-823baf,S-916876,2024-11-07,feature_12,11.0,1012.0,1.0,False
23401,U-2322be,S-7820a5,2023-10-21,feature_20,19.0,893.0,1.0,
23402,,S-62b7cf,2024-07-22,feature_31,10.0,2690.0,0.0,
23403,U-9b18e4,S-80c296,2024-06-11,feature_9,14.0,5908.0,4.0,False
