gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,customer_id
Male,48.0,USA,Berlin,,39.0,Web,Monthly,12.0,4.0,28.851948653557592,5.0,-0.27,19.0,10.0,390.0,,2.0,Yes,Yes,1.0,21.40658820597964,Technical,3.0,0.0,0.76,0.43,-27.0,Satisfied,1.0,,CUST_04285
Female,29.0,Bangladesh,Sydney,SME,54.0,Referral,,28.0,3.0,,6.0,0.04,2.0,20.0,1080.0,PayPal,0.0,No,No,0.0,8.02205974338104,Billing,3.0,0.0,0.55,0.25,-65.0,,0.0,0.0,CUST_04286
Female,,USA,Dhaka,Individual,57.0,Web,Monthly,16.0,1.0,3.786217870675184,4.0,-0.18,8.0,50.0,2850.0,Card,0.0,Yes,No,1.0,8.176196201326494,Billing,5.0,0.0,0.32,0.21,67.0,Unsatisfied,1.0,0.0,CUST_04287
,71.0,Canada,LONDON,Individual,51.0,Web,Yearly,26.0,3.0,20.098295154957427,7.0,-0.45,0.0,20.0,1020.0,,0.0,Yes,No,3.0,15.915638389736928,,5.0,0.0,0.2,0.15,-29.0,,0.0,0.0,CUST_04288
Male,71.0,India,Dhaka,,,Web,,1.0,1.0,2.585063063241975,,-0.02,16.0,70.0,3220.0,Card,0.0,No,No,1.0,31.49742441138992,Technical,3.0,0.0,,0.32,7.0,Satisfied,1.0,0.0,CUST_04289
Female,22.0,Canada,Toronto,Individual,1.0,Mobile,Monthly,25.0,5.0,8.348006044867452,3.0,0.12,8.0,50.0,50.0,Card,3.0,No,Yes,1.0,20.088587554697696,Technical,4.0,0.0,0.75,0.3,5.0,Neutral,2.0,1.0,CUST_04290
Male,60.0,India,Dhaka,Individual,39.0,Web,Monthly,11.0,6.0,,4.0,-0.04,,20.0,780.0,PayPal,4.0,No,,0.0,9.883745720467186,Technical,3.0,1.0,0.48,0.1,10.0,,1.0,0.0,CUST_04291
,,,Sydney,Individual,25.0,Mobile,Monthly,,,22.776994086865216,7.0,0.04,16.0,70.0,1750.0,PayPal,0.0,No,No,3.0,39.49095495906825,Technical,4.0,0.0,0.65,0.41,100.0,,0.0,0.0,CUST_04292
Female,53.0,Canada,Berlin,Individual,31.0,Web,Monthly,36.0,5.0,16.138902573493933,7.0,-0.03,0.0,70.0,2170.0,PayPal,1.0,No,No,0.0,15.12540215652198,,2.0,1.0,0.55,0.36,23.0,Unsatisfied,2.0,1.0,CUST_04293
,20.0,Australia,New York,SME,22.0,Web,,41.0,7.0,,,-0.03,5.0,30.0,660.0,Card,0.0,Yes,No,2.0,29.781452300374408,,3.0,0.0,0.67,0.07,43.0,Satisfied,0.0,0.0,CUST_04294
MALE,41.0,Bangladesh,new york,SME,10.0,Referral,MONTHLY,9.0,7.0,10.948014014087136,7.0,-0.23,20.0,10.0,100.0,Card,0.0,Yes,No,0.0,26.510626812220792,Billing,4.0,0.0,0.84,0.25,-81.0,,2.0,0.0,CUST_04295
Female,72.0,Germany,Berlin,Individual,18.0,Referral,Yearly,17.0,5.0,7.408772180266381,8.0,-0.34,0.0,30.0,540.0,Bank Transfer,,,Yes,1.0,32.58543388272673,Technical,4.0,2.0,0.4,0.34,-18.0,Satisfied,1.0,0.0,CUST_04296
Female,,Germany,Dhaka,Individual,13.0,Mobile,Yearly,18.0,4.0,11.298865654827353,1.0,0.04,,10.0,130.0,Bank Transfer,,No,Yes,1.0,43.151288560405234,Technical,3.0,0.0,0.68,0.21,-11.0,Satisfied,2.0,0.0,CUST_04297
Female,34.0,India,Berlin,SME,8.0,Referral,Quarterly,27.0,2.0,,7.0,-0.07,3.0,10.0,80.0,PayPal,2.0,Yes,No,1.0,20.11856061026437,Technical,4.0,0.0,,0.37,24.0,Neutral,0.0,1.0,CUST_04298
Male,56.0,India,Toronto,Individual,,Web,,15.0,5.0,15.454579390609393,2.0,-0.19,8.0,30.0,270.0,,0.0,Yes,No,2.0,37.96716495824281,,2.0,0.0,0.28,0.3,33.0,,3.0,0.0,CUST_04299
Female,43.0,Canada,Delhi,Enterprise,58.0,Web,Monthly,11.0,3.0,19.35550588722025,3.0,-0.02,6.0,70.0,4060.0,Card,0.0,No,No,,12.849149836616544,,3.0,1.0,0.84,0.48,29.0,Satisfied,1.0,0.0,CUST_04300
Female,,Germany,Berlin,Enterprise,15.0,Web,Quarterly,22.0,3.0,16.34808086621008,3.0,-0.18,18.0,10.0,150.0,PayPal,0.0,No,No,2.0,23.90810148733887,,2.0,0.0,0.43,0.03,32.0,Neutral,0.0,0.0,CUST_04301
Female,72.0,UK,New York,,8.0,Referral,Monthly,20.0,1.0,6.68870443148545,8.0,,22.0,20.0,160.0,Card,0.0,No,,1.0,16.51549571758133,Technical,4.0,0.0,0.14,,20.0,Satisfied,1.0,0.0,CUST_04302
Female,62.0,,London,Individual,57.0,Mobile,Quarterly,28.0,6.0,1.0,3.0,-0.39,4.0,30.0,1710.0,Card,1.0,No,No,0.0,17.68409711145414,Technical,4.0,1.0,0.28,0.22,28.0,Satisfied,2.0,0.0,CUST_04303
Female,29.0,Bangladesh,Berlin,Individual,33.0,Web,Quarterly,13.0,3.0,10.577602746392737,6.0,0.2,23.0,30.0,990.0,,0.0,Yes,No,1.0,12.627301238856337,Service,3.0,0.0,0.81,0.46,-7.0,Unsatisfied,0.0,0.0,CUST_04304
Male,18.0,UK,Toronto,Individual,35.0,Web,Quarterly,,6.0,29.28165509699117,2.0,0.17,4.0,50.0,1750.0,Card,0.0,Yes,No,1.0,19.625048042227803,Technical,4.0,0.0,0.54,0.11,2.0,Neutral,1.0,,CUST_04305
Female,38.0,Bangladesh,London,Enterprise,19.0,Web,Monthly,27.0,7.0,12.682138002263365,,-0.12,15.0,10.0,190.0,Bank Transfer,1.0,Yes,No,2.0,30.17684380974624,Billing,4.0,0.0,0.83,0.32,,Unsatisfied,2.0,0.0,CUST_04306
Female,36.0,Germany,Toronto,Enterprise,30.0,Web,Monthly,19.0,2.0,16.239884400506877,5.0,0.08,8.0,10.0,300.0,Card,0.0,,No,1.0,22.251523478260378,Technical,4.0,0.0,0.53,0.02,-9.0,Satisfied,1.0,0.0,CUST_04307
Female,38.0,UK,London,Individual,9.0,Web,Quarterly,3.0,1.0,5.164995128878536,5.0,-0.07,16.0,50.0,450.0,Card,0.0,No,No,0.0,15.313566711213848,Service,4.0,0.0,0.1,0.05,23.0,Neutral,1.0,1.0,CUST_04308
,69.0,Australia,Berlin,Individual,19.0,Web,Quarterly,36.0,2.0,11.076888422937165,7.0,0.36,9.0,70.0,1330.0,Card,0.0,No,No,2.0,40.63447411245316,Service,4.0,0.0,0.66,,34.0,Neutral,1.0,0.0,CUST_04309
Male,35.0,USA,New York,Individual,47.0,Web,,,5.0,19.424711012432347,6.0,,15.0,20.0,940.0,PayPal,1.0,Yes,No,2.0,,Service,5.0,0.0,0.46,0.28,74.0,Satisfied,0.0,0.0,CUST_04310
Male,60.0,India,,Individual,46.0,Web,Monthly,19.0,6.0,18.713579778864588,4.0,0.19,8.0,100.0,4600.0,Card,1.0,No,No,1.0,33.71878240991016,Billing,4.0,0.0,0.16,0.26,-1.0,Neutral,1.0,0.0,CUST_04311
Male,69.0,,Sydney,SME,26.0,Mobile,Quarterly,45.0,1.0,15.123839950042004,6.0,0.16,1.0,30.0,780.0,Bank Transfer,1.0,No,Yes,2.0,24.291813502302706,Billing,2.0,0.0,0.31,0.49,-11.0,Unsatisfied,0.0,0.0,CUST_04312
Female,20.0,,,Enterprise,1.0,Mobile,Yearly,41.0,7.0,17.818027256305676,7.0,-0.16,15.0,50.0,50.0,Card,0.0,No,No,1.0,25.667435625945785,Technical,4.0,0.0,0.22,0.24,41.0,UNSATISFIED,0.0,0.0,CUST_04313
Female,66.0,Australia,Toronto,Individual,3.0,Web,Quarterly,29.0,2.0,24.104046091442207,4.0,0.18,11.0,30.0,90.0,Card,1.0,No,No,1.0,26.8086815295148,Billing,3.0,1.0,0.46,0.05,-26.0,Satisfied,1.0,1.0,CUST_04314
Male,61.0,UK,London,Individual,34.0,,Monthly,9.0,1.0,16.191482746136888,2.0,-0.05,14.0,20.0,680.0,Card,1.0,Yes,Yes,1.0,,Billing,4.0,0.0,0.34,0.06,-53.0,,1.0,0.0,CUST_04315
Male,49.0,,Toronto,Individual,25.0,Web,Quarterly,33.0,4.0,26.58021756810248,7.0,-0.1,1.0,20.0,500.0,PayPal,0.0,No,No,2.0,20.20444959754345,Billing,3.0,1.0,0.27,0.15,-8.0,Unsatisfied,3.0,0.0,CUST_04316
 Male    ,27.0,,NEW YORK,Individual,30.0,Web,Quarterly,2.0,3.0,17.661459269746082,,0.06,11.0,100.0,3000.0,,,No,,3.0,39.117173743243455,,4.0,1.0,0.62,0.16,-71.0,unsatisfied,0.0,0.0,CUST_04317
Female,57.0,Australia,Toronto,Individual,1.0,,Yearly,21.0,2.0,10.508824911610228,10.0,-0.02,14.0,30.0,30.0,Card,2.0,No,No,2.0,22.74446262884424,,2.0,0.0,0.86,0.38,62.0,Satisfied,1.0,1.0,CUST_04318
Female,32.0,Canada,Toronto,Individual,59.0,Web,Quarterly,15.0,6.0,9.508650119092517,3.0,0.04,4.0,100.0,5900.0,Card,0.0,No,No,1.0,17.32656154498599,,4.0,0.0,0.87,0.23,56.0,Satisfied,0.0,0.0,CUST_04319
male,22.0,Bangladesh,,Individual,18.0,Web,,12.0,0.0,12.610477451409198,4.0,-0.09,,20.0,360.0, PayPal    ,0.0,Yes,No,0.0,6.369763012605425,,2.0,0.0,0.4,0.25,32.0,satisfied,1.0,0.0,CUST_04320
Male,21.0,Bangladesh,Toronto,SME,33.0,Referral,Quarterly,22.0,5.0,14.192946362321743,2.0,0.02,11.0,100.0,3300.0,PayPal,0.0,No,No,0.0,26.412604172035284,Service,3.0,0.0,0.31,0.49,99.0,Unsatisfied,1.0,0.0,CUST_04321
Male,45.0,,London,Individual,9.0,Web,Monthly,26.0,4.0,21.82750879276542,4.0,0.17,0.0,30.0,270.0,Card,1.0,No,No,1.0,25.680790686420853,Technical,2.0,,0.6,0.43,,Neutral,0.0,0.0,CUST_04322
Female,70.0,Germany,Toronto,Individual,7.0,Web,Monthly,27.0,4.0,23.92044261457618,3.0,-0.14,11.0,50.0,350.0,Bank Transfer,,No,No,,21.05861225490394,Service,2.0,0.0,0.39,0.08,44.0,Neutral,0.0,0.0,CUST_04323
,69.0,Bangladesh,Berlin,SME,30.0,Referral,Monthly,19.0,5.0,13.417212090715774,4.0,0.07,0.0,10.0,300.0,Card,0.0,No,No,2.0,,Service,3.0,0.0,0.75,0.49,52.0,Satisfied,1.0,0.0,CUST_04324
Female,68.0,UK,Toronto,SME,13.0,Web,Monthly,17.0,2.0,18.4078680314098,3.0,,1.0,70.0,910.0,Card,1.0,No,Yes,0.0,8.001147662238306,,5.0,0.0,0.41,0.46,-34.0,Unsatisfied,2.0,0.0,CUST_04325
,70.0,Australia,Berlin,Individual,17.0,,Quarterly,28.0,2.0,16.576611719792712,7.0,-0.08,4.0,10.0,170.0,Card,0.0,No,No,0.0,22.47766678665164,Technical,2.0,0.0,,0.1,12.0,Satisfied,0.0,0.0,CUST_04326
Male,21.0,,Delhi,Individual,13.0,Web,Monthly,28.0,6.0,,6.0,0.38,4.0,10.0,130.0,Card,0.0,No,No,2.0,13.926983702968595,,4.0,0.0,0.89,0.27,29.0,Satisfied,0.0,0.0,CUST_04327
Female,32.0,USA,Toronto,SME,13.0,Web,Monthly,21.0,,17.80886712936416,4.0,0.25,12.0,20.0,260.0,Card,1.0,No,Yes,0.0,16.622830273783386,Technical,3.0,1.0,0.2,0.34,18.0,Neutral,0.0,0.0,CUST_04328
Male,34.0,USA,Dhaka,Individual,42.0,Mobile,Monthly,11.0,5.0,19.11696040745475,7.0,-0.07,3.0,20.0,840.0,,1.0,Yes,No,0.0,7.625147581076089,Billing,4.0,0.0,0.36,,,Satisfied,1.0,0.0,CUST_04329
Female,61.0,USA,Delhi,Individual,38.0,Web,Monthly,3.0,2.0,29.617766078774917,3.0,-0.06,15.0,10.0,,Card,0.0,No,No,0.0,40.20891429188365,Service,3.0,,0.16,,-48.0,Neutral,2.0,,CUST_04330
,20.0,Canada,,Individual,37.0,Mobile, Quarterly    ,26.0,5.0,26.945319907577005,2.0,-0.1,3.0,50.0,1850.0,bank transfer,0.0,,No,,, Technical    ,3.0,2.0,,0.06,,unsatisfied,0.0,0.0,CUST_04331
,27.0,UK,,Individual,10.0,Referral, Quarterly    ,29.0,0.0,24.133607172677717,6.0,0.14,8.0,,200.0,,0.0,No,No,1.0,25.32961845447342,Technical,3.0,0.0,,0.41,17.0,Neutral,1.0,0.0,CUST_04332
Male,64.0,Canada,London,Individual,14.0,Web,Yearly,17.0,2.0,13.403487571892487,5.0,-0.18,10.0,70.0,980.0,PayPal,2.0,No,No,1.0,23.321246846860703,,4.0,0.0,0.36,0.05,-69.0,Neutral,,1.0,CUST_04333
,59.0,UK,Dhaka,Individual,43.0,Referral,,23.0,7.0,7.400179681236048,7.0,0.08,27.0,10.0,430.0,PayPal,,Yes,,1.0,24.307412030649804,Technical,5.0,0.0,0.84,,24.0,Satisfied,,0.0,CUST_04334
Female,73.0,Australia,Berlin,SME,5.0,Web,Monthly,33.0,0.0,,4.0,0.38,0.0,20.0,100.0,Card,1.0,No,No,3.0,19.943892353222,,,0.0,0.45,0.21,-12.0,Neutral,2.0,0.0,CUST_04335
Male,,Bangladesh,Delhi,SME,36.0,Web,Yearly,40.0,1.0,2.5394382488709226,6.0,0.05,3.0,10.0,360.0,Card,0.0,No,Yes,0.0,26.582310810732626,Technical,2.0,0.0,0.1,0.24,41.0,Satisfied,1.0,0.0,CUST_04336
Female,35.0,Bangladesh,Delhi,,35.0,Referral,Monthly,16.0,3.0,14.347660405660632,4.0,0.18,2.0,20.0,700.0,Card,1.0,Yes,No,0.0,33.53078873572829,Service,5.0,0.0,0.55,0.31,27.0,Satisfied,4.0,0.0,CUST_04337
Female,18.0,Canada,Berlin,Individual,46.0,Web,Quarterly,19.0,7.0,18.43757892343312,3.0,0.16,11.0,100.0,4600.0,Card,0.0,Yes,Yes,1.0,28.53940150615068,Technical,4.0,0.0,0.17,0.01,-2.0,,1.0,0.0,CUST_04338
Female,52.0,Canada,Sydney,Individual,45.0,Web,Quarterly,24.0,3.0,,2.0,-0.05,6.0,,3150.0,,1.0,Yes,No,2.0,32.134241612169895,Billing,3.0,0.0,0.89,0.07,26.0,Unsatisfied,0.0,0.0,CUST_04339
Male,70.0,Canada,Toronto,SME,56.0,,Monthly,7.0,2.0,17.09045369946324,,-0.19,7.0,30.0,1680.0,,1.0,Yes,No,1.0,18.8798651322916,Billing,4.0,0.0,0.83,,41.0,Neutral,1.0,0.0,CUST_04340
 Female    ,48.0,Germany,TORONTO,Individual,23.0,Web, Quarterly    ,0.0,2.0,20.924567574310835,4.0,0.17,0.0,,460.0,card,0.0,Yes,No,1.0,31.82050098575936,Billing,4.0,0.0,,0.05,69.0,Satisfied,1.0,0.0,CUST_04341
 Female    ,61.0,India,London,Individual,,Web,,6.0,6.0,14.473045574855414,7.0,0.17,8.0,30.0,150.0,Card,0.0,Yes,No,1.0,23.782751831877874, Service    ,4.0,0.0,0.61,0.41,32.0,satisfied,0.0,,CUST_04342
Female,18.0,UK,Sydney,Individual,44.0,Mobile,Yearly,17.0,,15.558232633524272,5.0,0.31,3.0,20.0,880.0,Card,0.0,Yes,No,1.0,27.65306074756477,,5.0,1.0,0.13,0.4,,Satisfied,0.0,0.0,CUST_04343
Male,20.0,Bangladesh,Sydney,Individual,57.0,Referral,Monthly,12.0,6.0,20.198984705344216,8.0,0.02,14.0,10.0,570.0,PayPal,1.0,No,Yes,1.0,1.0,Technical,3.0,0.0,,0.04,25.0,Satisfied,1.0,0.0,CUST_04344
Male,20.0,UK,Dhaka,Individual,28.0,Web,Monthly,11.0,3.0,27.068463782393064,5.0,-0.13,4.0,50.0,1400.0,,2.0,No,No,1.0,20.642084098850667,,5.0,1.0,0.44,0.18,32.0,Unsatisfied,1.0,0.0,CUST_04345
Female,54.0,,London,Individual,23.0,Web,Quarterly,20.0,0.0,16.635581400402405,6.0,0.04,0.0,50.0,1150.0,Card,3.0,No,No,1.0,26.20135205441119,Billing,3.0,0.0,,0.11,58.0,,0.0,0.0,CUST_04346
MALE,36.0,Germany,Delhi,Enterprise,42.0,Web,,19.0,0.0,,9.0,-0.09,0.0,,840.0,Card,1.0,No,No,1.0,22.77244437588812,Technical,4.0,0.0,0.21,0.43,23.0,neutral,1.0,0.0,CUST_04347
Female,46.0,Canada,,,34.0,Web,Quarterly,12.0,1.0,12.972650897807863,2.0,0.15,3.0,10.0,340.0, PayPal    ,0.0,,No,1.0,37.04161120061791, Technical    ,4.0,0.0,0.7,,0.0,satisfied,1.0,0.0,CUST_04348
Female,42.0,UK, Delhi    ,Enterprise,31.0,,Quarterly,3.0,6.0,19.88204661130088,3.0,0.13,3.0,50.0,1550.0,Card,0.0,Yes,Yes,,35.47000594034388,,3.0,1.0,0.58,0.29,,Neutral,2.0,0.0,CUST_04349
Male,,India,New York,SME,7.0,Referral,Monthly,24.0,7.0,20.061807469105474,9.0,,11.0,10.0,70.0,Card,0.0,No,Yes,1.0,27.70487609850005,,4.0,0.0,0.49,0.49,-11.0,Satisfied,1.0,,CUST_04350
,53.0,Bangladesh,,Individual,,Mobile,Monthly,30.0,7.0,,2.0,-0.08,3.0,100.0,700.0,Card,0.0,No,No,1.0,28.422495668490644,Technical,2.0,0.0,0.84,0.44,-16.0,Satisfied,0.0,0.0,CUST_04351
Male,46.0,India,Berlin,,4.0,Mobile,Monthly,13.0,1.0,,10.0,-0.01,14.0,10.0,,Card,0.0,No,No,2.0,29.18969909459632,,5.0,0.0,0.63,0.15,22.0,Unsatisfied,0.0,0.0,CUST_04352
Male,43.0,Australia,Delhi,SME,44.0,Referral,Monthly,16.0,0.0,13.18960097989084,4.0,-0.23,,30.0,1320.0,PayPal,0.0,Yes,No,1.0,26.5060575936228,Billing,4.0,0.0,0.32,0.1,-21.0,,0.0,1.0,CUST_04353
Female,21.0,Germany,Delhi,Individual,32.0,Web,Monthly,28.0,1.0,15.29277566536731,1.0,-0.12,3.0,30.0,960.0,Card,0.0,No,No,0.0,30.145145199633035,,2.0,1.0,0.48,,64.0,Neutral,1.0,0.0,CUST_04354
Male,66.0,India,Sydney,Individual,28.0,Web,Yearly,30.0,7.0,25.05591542052488,10.0,-0.08,2.0,,840.0,Bank Transfer,0.0,No,No,0.0,30.79114982503925,Technical,5.0,0.0,0.63,0.46,100.0,Satisfied,1.0,0.0,CUST_04355
Male,31.0,Germany,London,Individual,56.0,Web,Monthly,15.0,7.0,12.965683872555545,2.0,-0.15,3.0,50.0,,Card,1.0,Yes,No,0.0,22.0742063315191,,1.0,0.0,0.17,0.41,14.0,Unsatisfied,0.0,0.0,CUST_04356
FEMALE,67.0,Canada,,SME,4.0,Referral,monthly,18.0,4.0,20.747208672565915,6.0,-0.05,3.0,30.0,120.0,Paypal,1.0,No,No,,21.70698996914316,,4.0,1.0,0.22,0.09,43.0,satisfied,1.0,0.0,CUST_04357
Female,,Australia,Toronto,Individual,39.0,Web,Monthly,34.0,6.0,27.978425162940287,3.0,0.05,8.0,100.0,,Card,0.0,No,No,0.0,,Technical,4.0,1.0,0.84,0.3,74.0,Satisfied,2.0,,CUST_04358
Male,50.0,UK,London,Individual,52.0,Mobile,Quarterly,28.0,5.0,20.69543370889587,2.0,-0.15,15.0,10.0,520.0,Card,2.0,No,No,2.0,9.305081110349365,Technical,3.0,1.0,0.31,0.36,23.0,Neutral,0.0,0.0,CUST_04359
Male,39.0,India,New York,Individual,45.0,Web,Quarterly,8.0,6.0,18.19020659448925,1.0,-0.13,2.0,20.0,900.0,Card,3.0,Yes,No,0.0,20.0421465631579,Service,2.0,1.0,0.39,0.49,42.0,Unsatisfied,2.0,0.0,CUST_04360
Female,65.0,India,New York,Individual,8.0,Mobile,Yearly,2.0,0.0,13.96585247636241,8.0,0.05,15.0,30.0,,Card,0.0,No,No,1.0,10.486864222331883,Service,2.0,0.0,0.2,0.29,25.0,Satisfied,2.0,1.0,CUST_04361
Male,20.0,,London,Individual,14.0,Referral,Monthly,17.0,1.0,23.21964257238313,3.0,-0.0,0.0,50.0,700.0,,2.0,No,No,0.0,25.28198241113644,Service,3.0,1.0,0.25,0.22,3.0,Neutral,1.0,0.0,CUST_04362
Male,40.0,Bangladesh,Berlin,Individual,30.0,Web,Monthly,10.0,1.0,8.038227491550678,4.0,,3.0,10.0,300.0,PayPal,1.0,No,No,0.0,33.08152088204753,,4.0,0.0,0.18,0.16,43.0,Satisfied,0.0,0.0,CUST_04363
Male,38.0,UK,London,SME,3.0,Mobile,Monthly,24.0,2.0,4.986017339222338,6.0,0.16,,50.0,150.0,Card,0.0,No,No,2.0,,Service,4.0,0.0,0.71,0.36,,Unsatisfied,0.0,,CUST_04364
Male,58.0,India,Delhi,SME,2.0,Web,Monthly,27.0,7.0,8.817354040132706,4.0,0.11,0.0,10.0,20.0,PayPal,0.0,No,No,3.0,23.940611248613777,Technical,3.0,0.0,0.54,,38.0,Unsatisfied,0.0,1.0,CUST_04365
Male,40.0,India,Dhaka,SME,10.0,Mobile,Quarterly,22.0,2.0,15.32188391456598,4.0,0.16,7.0,10.0,100.0,Card,0.0,No,No,3.0,24.749354401273976,Billing,4.0,0.0,,0.33,,Satisfied,0.0,0.0,CUST_04366
Male,21.0,UK,Sydney,Individual,6.0,Web,,11.0,2.0,6.941902720442258,3.0,0.1,0.0,30.0,180.0,Bank Transfer,1.0,No,No,1.0,2.869073270850638,Billing,2.0,0.0,0.31,0.47,-19.0,Satisfied,,0.0,CUST_04367
Male,38.0,Australia,Delhi,SME,55.0,Web,Monthly,7.0,3.0,30.68656859784054,9.0,-0.45,10.0,20.0,1100.0,Card,1.0,,No,0.0,15.584189700546052,Technical,3.0,0.0,0.13,0.38,49.0,Satisfied,2.0,0.0,CUST_04368
Female,54.0,Germany,New York,Individual,7.0,,Yearly,26.0,5.0,9.363472669161435,6.0,-0.11,10.0,100.0,700.0,Card,0.0,No,Yes,1.0,42.242510214441936,Billing,4.0,0.0,0.55,0.22,2.0,,0.0,0.0,CUST_04369
Female,60.0,UK,New York,Individual,16.0,Web,Yearly,28.0,3.0,21.456199691185013,4.0,-0.2,1.0,50.0,800.0,Card,1.0,Yes,No,3.0,19.8190074470267,Billing,4.0,0.0,0.27,0.19,-9.0,Unsatisfied,0.0,0.0,CUST_04370
Female,,Germany,Toronto,Enterprise,6.0,Referral,Yearly,31.0,3.0,10.162338729784777,3.0,0.01,0.0,50.0,300.0,Card,0.0,Yes,No,3.0,24.152357858476,Technical,4.0,0.0,0.26,0.47,38.0,Unsatisfied,0.0,0.0,CUST_04371
Female,38.0,Australia,New York,Individual,16.0,Referral,Monthly,17.0,0.0,14.972675828802148,5.0,-0.04,0.0,70.0,1120.0,Bank Transfer,1.0,No,No,1.0,23.741762286452403,Technical,3.0,0.0,0.76,,,Satisfied,0.0,1.0,CUST_04372
Female,43.0,Australia,Dhaka,Individual,27.0,Web,Monthly,19.0,2.0,15.656956005079088,1.0,0.15,3.0,10.0,270.0,Card,1.0,Yes,No,1.0,24.81434862025009,Technical,5.0,0.0,0.18,0.28,-11.0,Neutral,0.0,0.0,CUST_04373
,,Canada, Toronto    ,Individual,56.0,Web,Monthly,,2.0,7.54088965489803,6.0,-0.24,15.0,30.0,1680.0,card,0.0,,,1.0,25.252620189428097,SERVICE,5.0,0.0,0.66,0.23,13.0,satisfied,2.0,0.0,CUST_04374
Male,52.0,USA,New York,Individual,12.0,Mobile,Monthly,20.0,0.0,15.155570090595145,7.0,-0.19,8.0,,360.0,,0.0,No,No,1.0,33.28333910677656,,4.0,0.0,0.3,0.38,20.0,Neutral,0.0,0.0,CUST_04375
Male,55.0,Australia,New York,SME,22.0,Web,Monthly,14.0,3.0,25.125705330715547,5.0,-0.06,8.0,50.0,1100.0,PayPal,,No,Yes,2.0,10.679579913113898,,3.0,1.0,0.65,0.47,-5.0,Neutral,1.0,0.0,CUST_04376
,,Australia,London,Individual,15.0,Web,Yearly,11.0,5.0,13.988498635421754,5.0,0.09,6.0,50.0,750.0,Bank Transfer,3.0,No,No,2.0,17.418870517769662,Billing,2.0,1.0,0.18,0.45,44.0,Neutral,,0.0,CUST_04377
Female,28.0,,London,SME,22.0,Web,Monthly,27.0,1.0,16.794577927277558,3.0,-0.04,9.0,70.0,1540.0,Card,,No,No,1.0,30.48343292283509,Technical,5.0,1.0,0.53,,41.0,Satisfied,0.0,0.0,CUST_04378
Male,58.0,Australia,Sydney,Individual,35.0,Referral,Quarterly,17.0,4.0,17.39423394974414,8.0,0.11,30.0,20.0,700.0,Card,1.0,Yes,No,0.0,9.67607106886931,Billing,4.0,1.0,0.46,,81.0,Neutral,0.0,0.0,CUST_04379
Male,46.0,UK,Delhi,Individual,48.0,Mobile,Quarterly,14.0,7.0,17.773109295142,,-0.01,19.0,10.0,480.0,Card,1.0,Yes,No,,22.80650201859026,,4.0,0.0,0.47,,-4.0,Unsatisfied,0.0,0.0,CUST_04380
,64.0,Canada,Berlin,Individual,50.0,Referral,,24.0,2.0,2.745885060136903,6.0,0.02,0.0,50.0,2500.0,Card,0.0,No,No,3.0,20.95726219944696,service,5.0,0.0,0.28,0.03,57.0,Satisfied,3.0,0.0,CUST_04381
Male,72.0,Canada,Sydney,SME,15.0,Web,Monthly,,3.0,20.534542844861903,5.0,0.05,4.0,,150.0,PayPal,0.0,No,No,1.0,18.28829969445013,Billing,,0.0,,0.42,,Unsatisfied,0.0,0.0,CUST_04382
Male,20.0,UK,New York,SME,23.0,Mobile,Quarterly,14.0,1.0,18.96153152847728,5.0,-0.31,,20.0,460.0,Card,0.0,Yes,No,1.0,22.369843042677086,Technical,2.0,0.0,0.75,0.41,44.0,Neutral,1.0,1.0,CUST_04383
Female,18.0,India,Sydney,Individual,38.0,Mobile,Quarterly,20.0,2.0,15.50540727017496,4.0,0.09,34.0,70.0,2660.0,Card,1.0,Yes,No,,,Billing,4.0,0.0,0.24,0.47,85.0,Satisfied,2.0,0.0,CUST_04384
Male,69.0,Australia,London,Individual,49.0,Web,Yearly,15.0,7.0,24.62425922329888,6.0,,2.0,100.0,4900.0,,0.0,No,No,0.0,27.114798332839044,,3.0,0.0,0.45,0.01,28.0,Neutral,4.0,0.0,CUST_04385
Male,71.0,Bangladesh,Delhi,Enterprise,2.0,,Yearly,34.0,2.0,,,0.11,9.0,30.0,60.0,Card,0.0,Yes,No,2.0,23.45666646748126,,4.0,1.0,0.13,0.34,16.0,Unsatisfied,0.0,1.0,CUST_04386
Male,,USA,New York,Individual,,Referral,Yearly,25.0,4.0,17.921962929991327,6.0,0.28,22.0,50.0,100.0,Card,1.0,Yes,,0.0,26.17645620909986,Service,4.0,1.0,0.24,0.24,,Satisfied,1.0,0.0,CUST_04387
Male,63.0,Australia,,Individual,49.0,Referral,Quarterly,21.0,7.0,11.79913024523115,9.0,0.21,4.0,10.0,490.0,PayPal,1.0,No,No,3.0,39.80402067452477,,5.0,1.0,0.21,0.24,6.0,Neutral,0.0,0.0,CUST_04388
MALE,66.0,Canada,Sydney,Individual,19.0,Mobile,Monthly,34.0,3.0,13.536102361064271,3.0,0.0,4.0,70.0,1330.0,Bank Transfer,0.0,,No,1.0,36.98669483714067,TECHNICAL,3.0,1.0,0.65,0.27,-48.0,Neutral,1.0,0.0,CUST_04389
