usage_id,subscription_id,usage_date,feature_name,usage_count,usage_duration_secs,error_count,is_beta_feature
U-4e3a5c,S-d2fae0,2023-09-09,feature_30,7.0,1309.0,0.0,False
U-8fcf19,S-ce61e0,2024-09-14,feature_11,8.0,4424.0,0.0,False
U-6e91e9,,2023-10-31,,10.0,5900.0,0.0,False
U-204ed9,S-3872fd,2024-09-13,feature_27,9.0,2961.0,0.0,False
U-d277d6,S-150c8e,2023-08-17,feature_34,8.0,2792.0,1.0,False
U-ecf89e,S-c7190f,2024-10-04,feature_30,7.0,2289.0,1.0,True
U-6880c2,S-dcd084,,feature_10,14.0,238.0,0.0,False
U-a330d4,S-65731a,2023-05-21,feature_6,9.0,2970.0,0.0,False
U-1d786b,S-ab3ad8,,feature_35,9.0,477.0,2.0,False
U-efed2c,S-0ada66,2024-01-29,,5.0,930.0,0.0,False
U-f49dc3,S-cf55da,2023-06-03,feature_18,16.0,8192.0,0.0,False
U-ebfd07,S-ae3270,2023-08-25,feature_11,11.0,1001.0,0.0,False
U-55341c,S-a24aa1,,feature_30,13.0,7176.0,,False
U-d32dc8,S-c7f564,2023-03-02,feature_25,10.0,5550.0,0.0,False
U-d0fd5d,S-2c5e1c,2023-01-11,feature_40,8.0,3384.0,0.0,False
U-81102b,S-90a2c8,2023-06-01,feature_37,4.0,964.0,0.0,False
U-97e661,S-d1fb2e,2024-01-06,feature_21,13.0,4940.0,0.0,False
U-a0edd8,S-807d87,2024-03-25,feature_38,14.0,2772.0,0.0,False
,S-6aa20b,2023-01-08,feature_3,6.0,3282.0,0.0,True
U-58a497,S-4f2ca8,2024-11-04,feature_9,15.0,4665.0,2.0,False
U-bbcf98,S-575bef,,feature_38,10.0,1290.0,0.0,False
U-9552c2,S-606d6d,2023-02-10,feature_25,13.0,1404.0,0.0,False
U-ce60c8,S-0F6F44,2024-06-08,feature_24,4.0,,0.0,False
U-8d38a7,S-f24690,2023-02-26,feature_18,9.0,1161.0,2.0,False
U-cac5aa,S-c288ef,2023-07-12,feature_27,9.0,2385.0,0.0,False
U-86ccbe,S-428e9a,2024-01-27,feature_18,7.0,735.0,4.0,False
U-6fa701,S-0b054a,2023-04-22,feature_8,9.0,4734.0,1.0,False
U-4c1dfc,S-413a1d,2023-07-06,feature_11,15.0,4485.0,0.0,False
U-bf915f,S-275d57,2023-08-18,feature_11,10.0,5950.0,0.0,False
U-62884d,S-b559da,2023-03-05,feature_5,14.0,434.0,0.0,False
U-f07459,S-9c6bd0,2023-09-08,,14.0,2856.0,1.0,False
U-18efad,S-5b9267,2023-05-04,,4.0,2348.0,0.0,False
U-5922f8,S-6d9231,2024-10-14,feature_9,9.0,5022.0,0.0,False
U-e7cbae,S-38b3b4,2024-06-03,feature_8,11.0,3234.0,3.0,False
U-f4d937,S-9e2c78,2024-05-21,feature_15,7.0,2303.0,1.0,False
U-1ee9b1,S-695c1e,2023-06-26,feature_9,13.0,1391.0,1.0,False
U-d1ef3c,S-13b606,2024-09-24,feature_6,9.0,3654.0,0.0,False
U-80f452,S-2Ded36,2023-02-23,feature_6,12.0,7188.0,3.0,True
U-f8a533,S-504bce,2023-08-18,feature_10,8.0,792.0,1.0,False
U-e22a1b,S-8cec59,2023-12-03,feature_40,5.0,2475.0,0.0,False
U-12285b,S-3a694d,2024-10-18,,7.0,1316.0,0.0,False
U-0ffe68,,2023-04-01,feature_19,10.0,2570.0,0.0,False
U-70d95a,S-a84e7f,2023-05-04,feature_40,8.0,2528.0,0.0,False
U-462f24,S-09c11e,2024-10-01,feature_37,9.0,4356.0,2.0,False
U-23b57c,S-b6a35b,2024-07-04,feature_6,10.0,,1.0,False
U-512ac4,S-79bb4c,2023-09-05,feature_2,12.0,1356.0,2.0,True
,,2024-11-02,feature_7,11.0,1265.0,0.0,False
U-e4424d,S-38eb77,2023-10-10,,7.0,847.0,0.0,False
U-f8c247,S-807f28,2024-12-08,feature_29,,580.0,0.0,False
U-5f41d3,,2024-11-14,feature_19,8.0,936.0,,False
,S-477506,2023-11-05,feature_36,9.0,4851.0,3.0,False
U-9a4733,S-8fcce1,2023-01-29,feature_27,6.0,1638.0,0.0,False
U-0f0aa5,S-f3ff06,2024-01-25,,5.0,175.0,0.0,True
U-b56a78,S-f89d8c,2024-09-22,feature_36,8.0,1576.0,0.0,False
U-0a40bc,S-6ca5ab,2024-12-23,feature_32,11.0,2200.0,0.0,False
U-c9c4ef,S-7d66fb,2024-01-12,,10.0,5810.0,3.0,False
U-960d31,S-4d5623,2024-09-16,feature_30,12.0,1656.0,0.0,False
U-fd353a,S-83F2E5,2024-10-15,feature_9,10.0,570.0,0.0,False
,S-c01d79,2024-01-23,feature_23,9.0,3834.0,2.0,False
U-3e839f,, 2024-09-25    ,feature_7,7.0,3080.0,0.0,False
,S-bdf7c2,2023-03-15,feature_10,,2880.0,0.0,False
U-58daec,S-e2fd71,2023-10-05,feature_2,6.0,624.0,0.0,False
U-28b5fb,S-d232ad,2023-01-23,feature_23,11.0,6545.0,0.0,False
U-f9186e,S-df5924,2023-05-14,feature_21,6.0,1266.0,1.0,False
U-19bbac,S-049667,2024-10-26,feature_11,15.0,4815.0,2.0,False
U-53f5f7,,2024-04-10,feature_3,10.0,,,False
U-15ebb0,S-3012fa,2023-01-17,feature_26,8.0,,0.0,False
U-bcd52b,S-b8ca59,2024-07-15,feature_33,,3416.0,0.0,False
U-f12f10,S-2c3b6d,2024-03-23,feature_8,9.0,5337.0,3.0,False
U-5181ca, S-68b261    , 2023-03-04    ,feature_9,9.0,1341.0,0.0,False
U-2cf617,S-f4a92a,2024-12-19,feature_23,13.0,3900.0,0.0,False
U-9bffa0,S-d02277,2023-10-02,feature_1,8.0,1192.0,0.0,False
U-610a3e,S-827bc4,2023-04-05,feature_28,13.0,5252.0,1.0,False
,S-337c84,2024-11-03,feature_17,17.0,5644.0,0.0,False
U-fe4484,S-e98296,2023-04-13,feature_21,11.0,4917.0,,True
U-8e126b,S-e1ee60,2023-06-19,feature_22,18.0,10044.0,0.0,False
U-ac1938,S-05ad41,2024-06-14,feature_8,11.0,253.0,1.0,True
U-298786,S-12f05a,,feature_19,,4830.0,2.0,False
U-7077ae,S-c158df,2024-07-10,feature_12,11.0,4994.0,2.0,False
U-a72bff,S-151b22,2023-03-08,feature_19,7.0,3430.0,0.0,False
U-26053b, S-808668    ,,feature_28,15.0,4695.0,0.0,False
U-48edf2,S-f83141,2024-11-24,feature_7,17.0,8500.0,0.0,True
U-9d0875,S-deb65c,,,5.0,895.0,0.0,False
U-9c6799,S-8fd98a,2024-07-30,feature_33,5.0,510.0,,False
U-79337a,S-a09141,2023-09-07,feature_15,7.0,1974.0,0.0,False
U-9b4a6f,S-19465f,2023-08-19,feature_13,8.0,4496.0,2.0,False
U-1944f7,S-6c3700,,feature_2,,1606.0,0.0,False
,S-38bf32,2024-09-07,feature_30,11.0,5742.0,0.0,False
U-d18d8e,S-af6536,2024-10-29,feature_13,7.0,1533.0,0.0,True
U-cd1444,S-343642,2023-02-21,feature_12,7.0,392.0,0.0,False
U-f2a058,S-2881e0,2023-12-16,feature_10,9.0,441.0,0.0,False
U-887b00,S-1F5Faf,,,6.0,2106.0,0.0,False
U-d1dd38,S-71466f,2023-01-10,feature_13,4.0,1076.0,0.0,False
U-1cd64b,S-D69E2C,2023-02-23,feature_22,,4995.0,0.0,False
U-61c451,S-a80c62,2024-03-23,feature_23,10.0,3780.0,,False
U-ba7fb2,S-9714fa,2024-08-20,feature_31,12.0,3216.0,0.0,False
U-ab492a,S-d19797,2024-09-12,,7.0,280.0,0.0,False
U-aac4af,S-198dbe,2023-10-31,feature_20,12.0,6972.0,1.0,False
U-4f1983,S-d959d3,2024-12-03,feature_2,12.0,4620.0,0.0,False
U-d782e8,S-C43200, 2023-11-24    ,feature_24,9.0,2529.0,0.0,False
U-3bd254,S-0aed9e,2023-03-30,feature_12,6.0,3258.0,0.0,False
U-26baed,S-380617,2023-03-16,feature_7,10.0,4680.0,0.0,False
U-6c9000,S-ab3ad8,2023-10-19,feature_38,13.0,,0.0,False
U-3522cc,S-3781d0,,feature_12,12.0,6360.0,0.0,False
U-82415f,S-6dff9e,2023-05-25,feature_40,8.0,4736.0,0.0,False
U-891825,S-d8a52e,2024-11-14,,9.0,,5.0,False
U-73a472,S-a0a5e3,2023-06-09,feature_29,10.0,4250.0,,False
U-df7ab9,S-be509c,,feature_18,11.0,3663.0,0.0,False
U-f3570a,S-ce7c30,2023-01-24,feature_37,8.0,2528.0,0.0,True
U-c4fd29,S-3473af,2024-06-28,feature_25,9.0,2664.0,0.0,False
,S-70af60,2024-03-20,feature_13,11.0,6204.0,0.0,False
U-d8461d, S-69a2d8    ,2023-06-22,feature_33,7.0,490.0,0.0,False
U-7a436e,S-64fba3,,feature_37,9.0,1521.0,0.0,False
U-57dead,S-9171f0,2023-04-15,feature_11,15.0,1680.0,0.0,False
U-6ababc,S-a04ba5,,feature_38,7.0,2058.0,1.0,False
U-73648e,S-94aaef,2023-06-13,,7.0,784.0,0.0,False
U-080e70, S-891eb4    ,2024-03-20,feature_25,8.0,3064.0,0.0,False
,s-04b127,2024-02-04,feature_15,14.0,6174.0,0.0,False
U-e2ff1a,S-4d30ba,2023-01-01,feature_4,11.0,3377.0,1.0,False
U-a7198a,S-0c0691,2023-07-27,feature_21,7.0,4193.0,0.0,False
U-56f300,S-8cf2ef,2023-03-22,feature_23,6.0,2460.0,0.0,False
U-daf0c9,S-00f31d,2023-01-14,feature_30,11.0,4158.0,0.0,False
U-2a63fc,S-c45df0,2024-02-18,feature_37,16.0,4752.0,,False
U-2a0f44,S-f40318,2023-09-28,feature_25,10.0,4580.0,1.0,False
U-cd023d,,2023-12-15,feature_40,8.0,1232.0,3.0,False
U-b5518c,S-544f34,2023-07-19,feature_40,16.0,6352.0,2.0,False
U-267e7f,S-557f3e,2024-01-13,feature_31,8.0,3784.0,0.0,False
U-aa8cf6,S-77ca30,2024-12-17,feature_7,12.0,4884.0,0.0,False
U-bcc178,S-779baa,2024-03-09,feature_24,6.0,2586.0,1.0,False
U-1c0c5e,S-a54f87,2023-11-20,feature_30,11.0,,1.0,False
U-838191,S-875645,,feature_26,12.0,,0.0,False
U-1db56c,S-998ec2,2024-01-28,feature_23,12.0,4236.0,0.0,False
U-72509b,S-ada98e,2024-02-06,,12.0,5556.0,2.0,False
U-7d57de,S-9b623b,2023-03-28,feature_4,14.0,6118.0,0.0,False
,S-ab3ad8,2024-02-23,feature_30,13.0,7657.0,0.0,False
U-f45460,S-d24841,2024-09-05,feature_15,9.0,1737.0,0.0,False
U-40f314,S-bedd26,2024-08-21,,11.0,1793.0,1.0,False
U-7e28b0,S-fb95f2,2023-11-15,feature_19,13.0,2730.0,0.0,False
U-ffd433,S-ccd045,2024-09-07,feature_12,12.0,6240.0,0.0,False
U-a3b1ff,S-f9d635,2023-03-27,feature_23,9.0,3870.0,3.0,False
U-96204f,S-b11225,2024-12-31,feature_34,7.0,1512.0,0.0,False
U-e9e0dc,S-8ba96c,2024-09-04,feature_19,7.0,3213.0,1.0,False
U-316181,S-bbe998,2024-10-07,feature_19,12.0,900.0,,False
U-a672e9,S-42daaa,2023-08-09,feature_15,15.0,3870.0,0.0,False
U-7bbeb8,S-9c1bcb,2023-02-27,feature_8,12.0,708.0,0.0,False
U-57185b,S-afe3b8,2024-07-04,feature_28,13.0,6422.0,2.0,False
U-e49bde,,2024-11-30,feature_3,13.0,4953.0,0.0,False
U-0faec0,S-79c82e,2023-10-17,feature_22,6.0,252.0,0.0,False
U-41b114,S-e6c900,2023-12-03,feature_36,9.0,963.0,0.0,False
U-d2c1f9,S-f53776,2024-11-19,feature_24,9.0,2889.0,0.0,False
U-3d7328,,2024-10-04,,10.0,4070.0,1.0,False
U-c58d24,S-dcd084,2024-06-07,feature_20,8.0,3168.0,1.0,False
U-9aec16,S-765100,2024-07-21,feature_32,11.0,4290.0,0.0,False
U-6c7e69,S-bf806d,2024-06-19,feature_24,8.0,3736.0,,False
U-9e8be2,S-c1316c,,feature_28,,248.0,0.0,False
U-500295,S-5da6e7,2024-01-20,feature_13,8.0,1424.0,2.0,False
U-6cb5da,S-5eeb46,2023-05-14,feature_35,10.0,4460.0,0.0,False
U-56c521,S-487d18,2023-07-02,feature_10,4.0,2064.0,3.0,False
U-8474dd,S-5Cba26,2024-09-28,feature_10,12.0,1128.0,,False
U-120981,S-4781b1,2023-08-18,feature_27,10.0,4010.0,0.0,False
U-ec1c16,S-877508,2024-03-21,feature_27,12.0,5676.0,0.0,True
U-38ec98,S-2b0a2d,2024-09-13,feature_4,6.0,2346.0,2.0,False
,S-e052d8,2024-05-15,,18.0,9252.0,2.0,False
U-68923d,S-7d651b,2023-06-17,feature_13,8.0,3424.0,0.0,False
U-aac105,S-b51d34,2024-12-30,feature_29,6.0,2562.0,0.0,False
U-fcbcae,S-709484,2023-09-23,feature_30,9.0,4023.0,0.0,False
U-9a59aa,S-dee62f,2023-12-28,feature_31,7.0,882.0,0.0,False
U-ec51bf,S-b046ad,2023-09-19,feature_2,6.0,990.0,1.0,False
U-651262,S-f7fa56,2024-02-09,feature_8,10.0,1350.0,0.0,False
U-86f22c,S-8f2b13,2023-09-19,feature_38,,2128.0,3.0,True
U-710cff,,2024-04-04,feature_12,5.0,,2.0,False
U-0c4593,S-2223bf,2024-08-31,,12.0,5652.0,0.0,False
U-96aa96,S-227856,2023-10-05,feature_35,12.0,2316.0,0.0,False
U-87a1cf,,2023-04-09,feature_20,14.0,7588.0,0.0,False
U-6ed889,S-41cdf0,2023-01-27,feature_38,9.0,3177.0,2.0,False
U-083530,S-55d484,2024-06-09,feature_5,,4640.0,,False
,S-4291f7,2023-07-28,feature_34,9.0,198.0,1.0,False
U-8f977d,S-525d6b,2023-01-13,feature_15,10.0,2490.0,0.0,False
U-dca70f,S-b28ec2,2023-12-26,feature_26,10.0,,1.0,False
U-12d9fc,S-F77847, 2023-01-10    ,feature_22,9.0,1818.0,0.0,False
U-a4af4c,S-ff582b,2024-10-24,feature_3,11.0,6050.0,3.0,False
U-23cf36,S-14a95a,2023-03-30,feature_39,9.0,4977.0,2.0,False
U-dc726c,S-a94f54,2024-07-10,feature_25,12.0,756.0,0.0,False
U-1cdc4b,S-dd220e,2024-08-05,feature_26,,1728.0,0.0,False
U-524312,S-0891f1,2024-09-24,feature_36,13.0,4901.0,0.0,False
U-1ca773,S-b046ad,2024-08-08,,14.0,980.0,1.0,False
U-fba281,,2023-07-18,feature_1,13.0,7280.0,0.0,False
U-598863,S-4fc62f,2024-03-27,feature_23,8.0,4360.0,0.0,False
U-1cb31b,,2023-08-07,feature_36,13.0,429.0,0.0,False
U-ca5ace,S-7553fb,2023-02-26,feature_19,13.0,3627.0,1.0,False
U-467a4c,S-597873,,feature_5,,5330.0,1.0,False
U-f58030,S-9df4f6,2024-10-13,feature_7,11.0,2321.0,0.0,False
U-b514cd,S-c75159,2024-02-11,feature_13,8.0,2720.0,0.0,False
U-1dbefd,S-009027, 2024-06-22    ,feature_23,12.0,2436.0,0.0,False
U-fb3e1a,S-cfbb85,2024-03-05,feature_6,4.0,72.0,0.0,False
U-2aec23,S-d8fa45,2024-06-11,feature_2,9.0,,0.0,False
U-032738,S-240a09,2023-01-07,feature_21,10.0,4940.0,3.0,False
U-3b96e4,S-77ca30,2024-11-27,feature_38,9.0,4860.0,0.0,False
,S-65731a,2024-01-04,feature_34,13.0,3432.0,0.0,False
U-23d49e,S-44fba6,2023-06-23,feature_20,4.0,1016.0,3.0,False
U-f15de4,S-5480a7,2024-04-15,feature_5,12.0,2700.0,1.0,False
U-7765ff,S-3fbf9e,2024-09-06,feature_39,10.0,1500.0,0.0,False
U-1563c5,S-58ab69,2024-08-04,feature_15,11.0,3861.0,1.0,False
U-14a9c8,S-da4a98,2023-09-27,feature_18,7.0,2443.0,0.0,False
,S-e43d0d,2024-09-24,feature_2,17.0,6035.0,1.0,True
U-7cd61d,S-c68e80,2023-07-27,feature_4,10.0,1320.0,,False
,S-62b7cf,,feature_21,9.0,,0.0,False
U-6e8896,S-fae334,2023-03-18,feature_18,7.0,2562.0,0.0,False
U-2ec5ce,S-2ee2e1,2024-10-17,feature_34,4.0,716.0,0.0,False
U-82fd72,S-722103,2024-01-12,feature_26,7.0,3073.0,1.0,False
U-e37d2d,S-d232ad,2024-03-20,feature_14,9.0,477.0,,False
U-eaab18,S-06770c,2023-04-24,feature_9,9.0,4806.0,0.0,False
U-ed7ab9,S-7679b6,2024-02-26,feature_13,9.0,4077.0,2.0,False
U-804cc2,S-869978,2024-03-21,feature_15,7.0,672.0,0.0,False
U-c003d9,S-9b8167,2023-09-06,feature_13,6.0,1248.0,0.0,False
U-4a8c8e,S-c348d2,2023-12-27,feature_26,10.0,5690.0,,True
U-01ba7e,S-fa8c75,2024-02-08,feature_37,18.0,6228.0,0.0,False
U-4d7089,,2023-02-10,feature_4,5.0,610.0,1.0,False
U-cb04d2,S-adbb41,2024-11-23,feature_3,15.0,3795.0,0.0,False
U-514645,S-1a2f35,,feature_8,10.0,4430.0,1.0,False
U-76f98f,S-d0429b,2024-09-16,feature_12,6.0,1260.0,0.0,False
U-17017c,S-0586ad,2024-02-19,feature_12,10.0,1310.0,0.0,False
U-47f370,S-fc2742,2023-09-26,feature_13,,3250.0,0.0,False
U-09a656,S-303f63,2024-04-02,feature_6,7.0,1274.0,1.0,False
U-ff34e2,S-183073,2023-11-27,feature_32,8.0,,1.0,False
U-035b34,,2023-03-12,feature_15,8.0,4416.0,0.0,False
U-cc0071,S-d0bb87,2023-01-03,feature_25,9.0,4689.0,0.0,False
U-719b72,S-5c2991,,,8.0,3728.0,0.0,True
U-8b66f0,S-8cb02e,2024-11-13,feature_33,8.0,3712.0,0.0,True
U-15a458,S-720d62,2023-05-26,feature_17,12.0,,0.0,True
U-e18c8e,,2023-11-14,feature_21,8.0,1944.0,0.0,False
U-03d238,S-c192eb,2024-11-22,feature_4,9.0,4374.0,,False
,S-90229f,2024-10-16,feature_38,8.0,488.0,0.0,True
U-97e1a7,S-8ea942,2023-01-31,feature_1,15.0,8940.0,,True
U-9684fa,S-b86304,2023-02-11,feature_36,10.0,5920.0,0.0,True
U-fad08f,S-012ab9,2024-04-21,feature_20,11.0,3025.0,0.0,False
U-aac71c,S-C63E51,,feature_21,13.0,3068.0,0.0,False
U-f3a69a,S-90a2c8,,feature_32,13.0,1001.0,4.0,False
,S-4b9d7c,2024-12-18,feature_8,10.0,3760.0,0.0,False
U-cdb751,S-ac4799,2023-07-31,feature_16,8.0,3224.0,0.0,False
U-ee642e,S-4f91d0,2024-02-22,feature_6,14.0,308.0,,False
U-ebf768,S-88a47f,2023-09-06,feature_11,10.0,2230.0,0.0,False
U-562d42,S-1e8c9e,2023-07-04,feature_13,15.0,405.0,0.0,False
U-0d09e5,S-40d87e,2024-02-13,feature_32,11.0,1848.0,,False
U-aa12cd,S-3ea19d,2024-05-30,feature_19,8.0,3648.0,0.0,False
U-ee04e9,S-91cd9b,2023-02-10,feature_35,9.0,837.0,0.0,False
U-976da9,,2024-08-31,feature_3,11.0,2277.0,0.0,False
U-d6d4ab,S-f27134,2023-01-30,feature_14,16.0,4528.0,2.0,False
U-00a027,S-e338a1,2023-02-14,feature_26,11.0,1694.0,2.0,False
U-a93891,S-d7461b,2024-09-16,feature_22,12.0,6528.0,1.0,False
U-7a6502,S-0e499f,,,5.0,1515.0,0.0,False
U-0ad4f3,S-a0e1dc,2023-12-05,feature_7,7.0,581.0,0.0,False
U-51d21c,s-526a2c,,feature_36,7.0,1631.0,0.0,False
U-bc7758,S-a7da97,2023-06-13,feature_5,8.0,568.0,0.0,False
U-1fecec,S-f973d4,2023-09-10,feature_25,7.0,3584.0,0.0,False
U-a68e12,S-82c91a,2023-12-21,feature_34,11.0,5137.0,0.0,False
,S-c7190f,2023-07-18,feature_17,9.0,,0.0,False
U-32b44f,S-6100a4,2024-05-09,feature_28,11.0,4543.0,0.0,False
U-8758f9,S-94c40b,2023-05-12,feature_40,7.0,1519.0,,False
U-978da1,S-684751,2023-01-27,feature_32,12.0,2616.0,0.0,False
U-46fba8,S-0027d3,2023-01-15,feature_16,24.0,12528.0,0.0,False
U-1a4810,S-28a2b2,2024-05-20,feature_19,18.0,8046.0,0.0,False
U-442dde,S-13b606,2023-08-26,feature_33,14.0,4956.0,0.0,False
U-9f9d98,S-c7f564,2024-06-21,,,1232.0,0.0,False
U-44e64d,S-b81ed3,2024-11-19,feature_29,13.0,468.0,0.0,False
U-ca1bcc,S-018501,2023-09-30,feature_22,10.0,3610.0,0.0,False
U-30dbbd,S-cc4bf0,2023-06-17,feature_36,8.0,,1.0,False
U-9caf55,S-e8eb5c,2024-10-10,feature_33,,5013.0,0.0,False
U-1497f1,S-37f480,2024-10-05,feature_17,11.0,1991.0,1.0,False
U-21ac15,S-290ee5,2023-02-18,feature_38,10.0,2770.0,1.0,False
U-c43cc0,S-07a006,2024-07-10,feature_3,8.0,2888.0,2.0,False
U-4b97d5,S-cd4d67,2024-12-03,feature_30,7.0,1925.0,0.0,False
U-5fa496,S-304f59,2024-08-27,feature_33,9.0,2178.0,3.0,True
U-6ff97b,S-7F8CD8,,feature_34,11.0,4840.0,3.0,False
U-9ecd67,S-049328,2024-07-02,feature_2,,,1.0,False
U-856f94,S-1cf9b0,,,15.0,,0.0,False
U-e51396,S-3d2ebb,2024-07-19,feature_24,12.0,4668.0,0.0,False
U-183e2d,S-112733,2024-03-09,feature_1,7.0,238.0,0.0,False
U-107210,S-3c87b4,2023-07-05,feature_31,11.0,495.0,1.0,False
U-7c9669,S-1299be,2024-06-11,feature_16,,4260.0,0.0,False
U-57025e,S-8b345c,2023-10-26,feature_34,9.0,,1.0,False
U-566d42,S-1d63bf,,feature_14,13.0,6903.0,0.0,False
U-b07482,S-dabcd2,2024-01-11,feature_14,7.0,2975.0,0.0,False
U-558f86,S-7be132,2023-09-15,feature_29,7.0,602.0,0.0,False
U-e25c17,S-457217,2024-05-22,feature_33,,644.0,1.0,False
U-52ce26,S-a175c2,2024-03-30,feature_36,8.0,544.0,0.0,False
U-7db030,S-1c5955,,feature_20,,2871.0,0.0,False
U-f83c25,S-ecb8d5,2023-05-15,feature_38,6.0,1080.0,0.0,True
U-d63591,S-06447b,,feature_12,7.0,1911.0,2.0,False
U-b17788,S-07399c,2023-04-21,feature_19,12.0,6768.0,0.0,False
U-970f8d,S-7f8cd8,2024-07-25,feature_29,9.0,2430.0,0.0,False
U-b8653c,S-a2f231,2024-08-08,feature_12,10.0,1040.0,1.0,True
U-41a977,S-d5eae3,2024-08-09,feature_13,11.0,1155.0,0.0,False
U-8dc5a0,S-d635a2,2023-12-21,feature_34,11.0,,0.0,False
U-fd8f49,S-bc5908,2024-06-17,feature_26,8.0,2144.0,0.0,False
U-2b6f84,S-3d5e0c,2023-03-09,feature_36,,2619.0,2.0,False
U-0caad1,S-a86344,2024-01-29,feature_21,12.0,6180.0,0.0,False
U-7569e7,S-65c079,2023-09-24,feature_7,12.0,,0.0,True
U-bac49f,S-f29976,,feature_29,,3240.0,0.0,False
U-7d94f0,,2023-01-31,feature_21,9.0,3735.0,1.0,False
U-33ae28,S-8bc290,2023-07-18,feature_9,13.0,5538.0,1.0,True
U-82327b,S-a405f7,2023-10-11,feature_28,6.0,,0.0,False
U-4411a7,S-cb8a5c,2023-07-04,feature_22,7.0,3563.0,0.0,True
U-c4bddb,S-dec1fb,2024-02-29,feature_22,14.0,3402.0,0.0,False
U-505f44,S-9a1297,2024-05-07,feature_36,11.0,4367.0,,False
U-36bdcb,S-2eb247,,feature_30,11.0,2453.0,0.0,False
U-252024,S-a50803,2023-01-29,feature_15,17.0,2601.0,2.0,False
U-f4682f,S-c0e639,2023-04-24,feature_11,5.0,1440.0,0.0,False
U-1ffaa2,S-fc01ba,2024-07-29,feature_28,10.0,890.0,1.0,False
U-4d4a6d,S-aea1bf,2023-10-09,feature_31,14.0,8344.0,1.0,False
U-d58cdf,S-6696a0,,feature_17,7.0,756.0,0.0,False
U-1bb429,S-c3d6a2,,feature_23,9.0,648.0,0.0,False
U-7b7419,S-fae195,2024-08-31,feature_27,6.0,3180.0,,False
U-3bbf70,S-4cd678,2024-12-08,feature_11,9.0,4473.0,0.0,False
U-e8df54,S-140d3a,2023-05-25,feature_35,6.0,384.0,1.0,False
U-ee48a1,S-3e5d57,2023-05-28,feature_15,6.0,3006.0,0.0,False
U-560ba1,S-62f048,2023-01-29,feature_24,9.0,3897.0,0.0,True
U-15204a,S-a4f26d,2023-06-18,feature_13,8.0,1888.0,0.0,False
U-74df8c,S-09076d,2024-06-05,feature_2,15.0,4320.0,0.0,False
U-bc3471,S-18b1f9,2024-12-26,,12.0,1920.0,0.0,False
U-6af24d,S-e0f238,2023-07-07,feature_9,11.0,3124.0,0.0,False
U-eeec2b,S-503afa,2024-12-16,feature_32,13.0,4264.0,2.0,False
U-85aa07,S-c08805,2024-12-31,feature_7,8.0,880.0,0.0,False
U-fad08c,S-9f59fd,2023-05-18,feature_23,8.0,4736.0,1.0,False
U-999db2,S-549438,2024-09-21,feature_29,14.0,994.0,0.0,False
U-fd6a33,S-5d532c,2024-01-13,feature_5,6.0,756.0,0.0,False
U-406ff2,S-56122a,2024-11-16,feature_29,17.0,7769.0,0.0,False
U-2df57e,,2023-05-03,feature_25,8.0,1696.0,0.0,True
U-637da8,S-BFF8C5, 2024-12-05    ,feature_21,13.0,,0.0,False
U-90dc06,S-71466f,2023-02-21,feature_39,12.0,4992.0,0.0,False
U-219840,S-7d9605,2024-10-28,feature_30,13.0,6864.0,0.0,False
U-9e9b5e,S-6c7227,,feature_6,10.0,5350.0,0.0,False
U-ccff2b,S-bfca66,2023-03-09,feature_37,9.0,1557.0,0.0,False
U-c5af9f,S-b04174,2023-08-25,feature_18,12.0,3348.0,0.0,False
U-959260,S-534c28,2023-05-14,,13.0,663.0,1.0,False
U-b7f083,,2023-08-19,feature_22,13.0,7449.0,0.0,False
U-98404d,S-54283b,2024-08-03,feature_30,13.0,,0.0,False
U-b04083,S-132103,2024-01-19,feature_20,15.0,1005.0,0.0,False
U-fb5716,S-8a6579,2023-11-19,feature_36,8.0,2416.0,0.0,False
U-34991b,S-b57a5e,2023-01-02,feature_20,9.0,3384.0,0.0,False
U-b6bf38,, 2024-09-23    ,feature_12,14.0,7280.0,1.0,False
U-2beffc, S-942caf    ,2024-02-02,feature_30,10.0,3520.0,2.0,False
U-44a2ce,S-4206eb,2024-04-07,,10.0,2370.0,0.0,False
U-c12daf,S-B7482E,2024-02-24,feature_27,,6936.0,3.0,False
U-176360, S-6b9696    ,2023-03-20,,5.0,1775.0,0.0,True
U-9818fc,S-0c42bc,2024-08-28,feature_9,9.0,2871.0,0.0,False
U-ba6ad6,S-6f1051,2023-07-24,feature_13,8.0,4040.0,2.0,True
U-546d34,S-5da6e7,2023-07-12,feature_12,,3272.0,1.0,False
U-b0d125,S-3bb8a2,,feature_34,8.0,824.0,0.0,True
U-79045b,S-90a14e,2024-10-12,feature_20,14.0,4508.0,0.0,False
U-0ddace,S-36b46e,2024-07-29,feature_37,5.0,330.0,0.0,True
U-9edd7a,S-e62fc9,2023-01-25,feature_34,,2772.0,0.0,False
U-bed896,,2024-04-23,feature_15,9.0,3330.0,3.0,False
U-1c17fa,S-432401,2024-08-18,feature_7,11.0,,0.0,False
U-01b033,S-fe753c,2023-04-06,feature_21,6.0,2952.0,2.0,False
U-793a41,S-93622a,2024-03-14,feature_17,11.0,3157.0,1.0,False
U-eb66ee,S-59778a,2023-06-17,feature_37,,4480.0,0.0,False
U-91e7f8,S-c15fcc,2023-06-21,feature_1,,2600.0,0.0,False
U-bb6c15,,2024-11-22,,12.0,5556.0,0.0,False
