,ticket_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag,account_id
1643,T-7507e8,2023-08-10,2023-08-13 00:00:00,72.0,medium,26.0,,False,
1644,t-9b3f6c,,2024-12-25 15:00:00,15.0,medium,,4.0,False,
1645,T-f7b50d,2024-01-06,2024-01-06 02:00:00,2.0,urgent,66.0,,False,
1646,T-9A1A87,2023-07-07,2023-07-08 07:00:00,31.0,High,32.0,5.0,False,
1647,T-B386F0,2024-04-08,2024-04-08 05:00:00,5.0,Medium,129.0,,False,
1648,T-19bc1e,2024-02-06,2024-02-08 15:00:00,63.0,high,162.0,,False,
1649,T-0f97f5,2023-05-12,2023-05-12 19:00:00,19.0,low,153.0,3.0,False,
1650,T-b91d49,2024-02-07,2024-02-07 07:00:00,7.0,urgent,107.0,3.0,,
1651,T-3b3bad,2024-03-13,2024-03-14 03:00:00,27.0,medium,116.0,4.0,False,
1652,T-499df5,2023-05-21,2023-05-22 21:00:00,45.0,urgent,31.0,,False,
1653,T-6dd363,2024-07-05,2024-07-06 18:00:00,42.0,medium,150.0,3.0,False,
1654,,2023-04-30,2023-04-30 13:00:00,13.0,medium,45.0,,False,
1655,T-afc27c,2024-07-29,2024-07-29 17:00:00,17.0,low,,,True,
1656,,2024-11-22,2024-11-24 09:00:00,57.0,URGENT,153.0,3.0,False,
1657,T-2184bf,2023-03-30,2023-03-31 08:00:00,32.0,urgent,15.0,3.0,False,
1658,,,2023-04-17 07:00:00,55.0,low,109.0,,False,
1659, T-3444f4    ,2023-11-28,2023-11-30 12:00:00,60.0, urgent    ,40.0,4.0,False,
1660,,2023-06-05,2023-06-07 13:00:00,61.0,high,171.0,,False,
1661,T-935963,2024-09-12,2024-09-12 05:00:00,5.0,low,85.0,4.0,False,
1662,T-7a95e0,2023-12-16,2023-12-16 07:00:00,7.0,low,54.0,,False,
1663,T-eb97d9,2024-07-22,2024-07-22 21:00:00,21.0,urgent,,,,
1664,T-d6707b,2023-04-24,2023-04-26 02:00:00,50.0,high,,5.0,False,
1665,T-b7489a,2024-01-12,2024-01-14 01:00:00,49.0,medium,77.0,,False,
1666,,2023-01-20,2023-01-21 02:00:00,26.0,high,5.0,4.0,False,
1667,T-f35250,2024-05-31,2024-06-01 15:00:00,39.0,high,137.0,4.0,False,
1668,T-7dedc0,2024-03-26,2024-03-27 05:00:00,29.0,low,146.0,5.0,False,
1669,T-c248c0,2024-06-05,2024-06-07 11:00:00,59.0,high,54.0,3.0,False,
1670,T-bd44ab,2023-12-19,2023-12-21 08:00:00,56.0,Medium,59.0,5.0,False,
1671,T-060d32,2023-03-18,2023-03-20 14:00:00,62.0,high,177.0,5.0,False,
1672,T-4b7f17,2023-08-13,2023-08-14 23:00:00,47.0,medium,171.0,,False,
1673,T-8ea29d,2023-03-30,,14.0,high,164.0,,False,
1674,T-0217dd,2023-02-05,,19.0,urgent,78.0,5.0,False,
1675,T-8c0ca5,2024-02-05,2024-02-06 15:00:00,39.0,high,158.0,,False,
1676,T-c15cd8,2023-11-24,2023-11-26 06:00:00,54.0,medium,132.0,5.0,False,
1677,T-08abd6,2023-03-07,2023-03-08 10:00:00,34.0,medium,72.0,3.0,False,
1678,t-6f6f56,2024-03-18,2024-03-20 06:00:00,54.0,,157.0,3.0,False,
1679,t-4dc394,2023-04-26,2023-04-26 02:00:00,2.0,,159.0,4.0,False,
1680,T-a594a0,2023-05-20,,,medium,84.0,4.0,,
1681,T-46fbb6,2023-07-27,2023-07-29 06:00:00,54.0,,167.0,,False,
1682,T-88aac2,,2023-12-10 05:00:00,, urgent    ,161.0,,False,
1683,T-65364e,2024-05-26,2024-05-26 06:00:00,6.0,high,63.0,,False,
1684,T-fa9585,2024-10-26,2024-10-26 18:00:00,18.0,medium,144.0,4.0,False,
1685, T-0afa9f    ,2023-11-02,2023-11-03 17:00:00,41.0,,79.0,,False,
1686,T-88f56c,2023-04-22,2023-04-23 13:00:00,37.0,urgent,146.0,3.0,False,
1687,T-a28b90,2023-05-15,2023-05-15 16:00:00,16.0,urgent,1.0,,False,
1688,T-c27824,2023-02-16,2023-02-16 07:00:00,,low,55.0,5.0,False,
1689,T-fa10d0,2023-09-11,2023-09-11 03:00:00,3.0,urgent,18.0,,False,
1690,T-3b0545,,2023-03-11 00:00:00,,high,168.0,,False,
1691,T-c67f26,2024-07-03,2024-07-04 03:00:00,27.0,urgent,72.0,5.0,False,
1692,T-c779b5,2024-08-14,2024-08-15 23:00:00,47.0,urgent,33.0,,False,
1693,T-4291F4,2024-05-21,2024-05-22 18:00:00,42.0,high,136.0,3.0,False,
1694,T-ad61d7,2023-02-09,2023-02-10 12:00:00,36.0,medium,79.0,,False,
1695,T-6b1bf1,2024-01-20,2024-01-21 10:00:00,34.0,medium,5.0,3.0,False,
1696,T-00183b,,2023-09-06 06:00:00,6.0,medium,5.0,4.0,False,
1697,T-d37bb3,2024-10-25,2024-10-25 19:00:00,19.0,urgent,57.0,4.0,False,
1698,T-2e3ee5,2024-09-21,2024-09-21 13:00:00,,low,45.0,,False,
1699,,2023-10-26,2023-10-29 00:00:00,72.0,,148.0,3.0,True,
1700,T-1d1488,2023-02-01,2023-02-03 11:00:00,59.0,,71.0,4.0,,
1701,T-34c636,2024-11-13,2024-11-13 04:00:00,4.0,high,70.0,4.0,False,
1702,T-0aacaa,2023-02-02,2023-02-03 02:00:00,26.0,urgent,22.0,,False,
1703,T-3c9151,2024-12-15,2024-12-16 05:00:00,29.0,urgent,146.0,4.0,False,
1704,T-3915f7,2024-04-10,2024-04-10 11:00:00,11.0,medium,139.0,3.0,False,
1705,T-b7fe89,2024-04-27,2024-04-28 03:00:00,27.0,high,49.0,4.0,False,
1706,T-f47516,2024-01-11,2024-01-13 20:00:00,68.0,low,18.0,5.0,False,
1707,T-12e968,2023-12-07,2023-12-09 11:00:00,59.0,medium,125.0,,False,
1708,T-0037fe,2023-05-02,2023-05-02 04:00:00,4.0,urgent,78.0,3.0,False,
1709,T-01bdb9,2023-11-20,2023-11-21 19:00:00,43.0,low,34.0,3.0,False,
1710,T-ee390f,2024-03-18,2024-03-18 22:00:00,22.0,medium,,4.0,False,
1711,T-8d7ff3,2023-09-15,2023-09-15 05:00:00,5.0,urgent,147.0,,False,
1712,T-2572b1,2023-11-10,,42.0,urgent,88.0,5.0,False,
1713,T-45bddf,2024-01-01,2024-01-03 21:00:00,69.0,urgent,120.0,,False,
1714,T-4537a8,,2024-10-14 05:00:00,5.0,urgent,150.0,3.0,,
1715,T-6804d9,2023-04-13,2023-04-15 11:00:00,59.0,high,26.0,3.0,False,
1716,,2024-07-12,2024-07-13 08:00:00,32.0,low,131.0,3.0,False,
1717,T-6511fb,2023-05-25,2023-05-26 07:00:00,31.0,,,3.0,False,
1718,T-7ad7ec,,2024-06-29 04:00:00,28.0,high,53.0,,False,
1719,T-1c02f2,2023-11-18,2023-11-19 20:00:00,,urgent,113.0,,False,
1720,T-0374bc,2023-12-06,2023-12-07 14:00:00,38.0,urgent,53.0,3.0,False,
1721,T-5d8f79,2024-07-28,2024-07-29 11:00:00,35.0,medium,92.0,,False,
1722,T-cee549,,2024-11-12 05:00:00,5.0,urgent,37.0,3.0,False,
1723,T-fe219c,2023-03-22,2023-03-24 16:00:00,64.0,high,3.0,,False,
1724,T-2912e9,2023-02-13,2023-02-13 14:00:00,,medium,133.0,,False,
1725,T-c78f8a,2023-11-04,2023-11-06 14:00:00,62.0,medium,175.0,4.0,False,
1726,T-429ce0,2023-05-31,2023-05-31 01:00:00,1.0,high,17.0,5.0,False,
1727,t-f72f97,2024-06-27,2024-06-28 17:00:00,41.0,Medium,99.0,3.0,False,
1728,T-d1723a,2023-09-04,2023-09-04 08:00:00,8.0,medium,57.0,,False,
1729,T-512dec,2023-12-16,2023-12-17 01:00:00,25.0,medium,127.0,,False,
1730,T-36b118,2023-07-18,2023-07-18 11:00:00,,high,128.0,,,
1731,T-bd85e1,2024-09-02,2024-09-04 17:00:00,65.0,high,22.0,4.0,False,
1732,T-089718,2023-01-06,2023-01-06 13:00:00,13.0,medium,105.0,,False,
1733,T-4f0baf,2023-09-13,2023-09-14 03:00:00,27.0,urgent,60.0,,False,
1734,T-ced7f6,2024-09-18,2024-09-18 19:00:00,19.0,low,27.0,5.0,False,
1735,T-cfb0cf,2023-04-18,2023-04-19 09:00:00,33.0,low,77.0,3.0,False,
1736,T-769e8b,,2023-09-25 09:00:00,33.0,high,176.0,5.0,False,
1737,T-f0b00c,2024-11-16,,18.0,medium,,3.0,False,
1738,T-c0657b,2023-06-12,2023-06-14 02:00:00,50.0,low,,,False,
1739,T-4db443,2024-03-29,2024-03-30 07:00:00,31.0,low,15.0,,False,
1740,T-19a57f,2023-10-18,2023-10-20 00:00:00,48.0,,34.0,,False,
1741,T-8639ca,2023-09-30,2023-10-03 00:00:00,72.0,medium,145.0,5.0,True,
1742,T-26d259,2023-10-26,2023-10-28 08:00:00,56.0,low,96.0,4.0,False,
1743,T-cc9f02,2024-10-19,,30.0,urgent,80.0,,False,
1744,T-d3c23c,2023-08-25,2023-08-25 02:00:00,2.0,,166.0,,False,
1745,T-35e9e6,2023-08-12,2023-08-13 17:00:00,41.0,medium,37.0,5.0,False,
1746,,2023-03-09,2023-03-11 00:00:00,48.0,high,125.0,5.0,False,
1747,T-9130f4,2024-03-02,2024-03-03 02:00:00,26.0,high,,,False,
1748,T-52b693,2024-02-17,2024-02-18 00:00:00,24.0,high,10.0,5.0,False,
1749,T-97f5bb,2024-12-25,2024-12-25 21:00:00,21.0,medium,6.0,3.0,False,
1750,,2024-04-13,2024-04-13 12:00:00,12.0,high,63.0,,False,
1751,T-678cb9,2023-02-08,2023-02-10 18:00:00,66.0,medium,39.0,4.0,False,
1752,T-a5b987,2023-01-27,2023-01-27 23:00:00,23.0,high,156.0,,False,
1753,T-94fe73,2024-08-16,,67.0,urgent,56.0,4.0,False,
1754,t-399f72,2023-12-15,2023-12-15 11:00:00,11.0, high    ,154.0,3.0,False,
1755,T-8f66c9,2024-07-08,2024-07-10 17:00:00,65.0,high,110.0,,False,
1756,t-ec5618,2024-09-07,2024-09-09 14:00:00,62.0, low    ,175.0,3.0,False,
1757,T-1160c9,2023-09-24,,37.0,medium,58.0,3.0,False,
1758,,2023-12-05,2023-12-06 13:00:00,37.0,high,141.0,3.0,False,
1759,T-2d97f8,2024-02-15,2024-02-16 00:00:00,24.0,urgent,20.0,4.0,False,
1760,T-ce367c,2024-07-27,2024-07-27 20:00:00,20.0,urgent,30.0,,False,
1761,T-10fe26,2023-12-22,2023-12-22 04:00:00,4.0,medium,29.0,5.0,False,
1762,,2024-05-20,2024-05-20 08:00:00,8.0,medium,14.0,4.0,False,
1763,T-a2dd12,2023-10-01,2023-10-02 09:00:00,33.0,high,168.0,4.0,False,
1764,T-1742e2,2024-02-13,2024-02-14 13:00:00,37.0,high,32.0,,False,
1765,,2023-11-30,2023-12-02 23:00:00,71.0,low,161.0,4.0,False,
1766,T-17de9f,2023-12-14,2023-12-15 10:00:00,34.0,medium,46.0,,False,
1767,T-b7bd24,2023-09-11,,37.0,low,78.0,,False,
1768,T-04752b,2023-03-08,2023-03-09 04:00:00,28.0,high,155.0,,False,
1769,T-90e0e9,,2024-05-16 03:00:00,51.0,medium,36.0,4.0,False,
1770,T-77863a,2024-01-27,2024-01-29 23:00:00,71.0,urgent,132.0,,False,
1771,T-eecc2f,2024-12-05,2024-12-05 04:00:00,4.0,high,73.0,,False,
1772,T-6014e5,,2023-10-18 09:00:00,57.0,high,161.0,3.0,False,
1773,T-0a20f3,,2023-07-05 17:00:00,,medium,156.0,3.0,False,
1774,T-415f6a,2023-12-03,2023-12-04 05:00:00,29.0,urgent,2.0,,,
1775, T-afb450    ,2024-05-22,2024-05-23 17:00:00,41.0,,,,False,
1776,T-b8b946,2024-04-09,2024-04-11 14:00:00,62.0,,126.0,,False,
1777,T-e771c5,,2024-07-30 17:00:00,65.0,low,4.0,,False,
1778,T-65eac5,2023-04-19,2023-04-19 15:00:00,15.0,urgent,104.0,,False,
1779,T-4ad95c,2024-12-03,2024-12-05 02:00:00,50.0,medium,,,False,
1780,T-7bfd11,2024-06-04,2024-06-05 00:00:00,24.0,low,11.0,,False,
1781,T-55f338,2023-01-16,2023-01-16 12:00:00,12.0,high,5.0,3.0,False,
1782,T-30918a,2024-02-28,2024-03-01 17:00:00,65.0,high,29.0,3.0,,
1783,T-035ec1,2024-09-11,2024-09-13 21:00:00,69.0,medium,,3.0,False,
1784,T-35cdd0,2024-08-31,2024-08-31 17:00:00,17.0,high,67.0,,False,
1785,T-43635f,2024-11-05,2024-11-06 10:00:00,34.0,medium,152.0,4.0,False,
1786,T-192ed5,2024-09-22,2024-09-24 13:00:00,61.0,low,74.0,,False,
1787,T-890bef,2023-01-11,2023-01-11 07:00:00,7.0,high,109.0,4.0,False,
1788,T-dd8c7f,2024-01-23,2024-01-24 06:00:00,30.0,urgent,66.0,,False,
1789,T-c88d4c,2024-09-09,2024-09-11 05:00:00,,urgent,163.0,4.0,False,
1790,T-30e7ba,2024-01-17,2024-01-18 23:00:00,47.0,high,58.0,,False,
1791,T-cfbf16,2024-10-12,2024-10-14 15:00:00,63.0,low,13.0,5.0,,
1792,T-ab3873,2023-01-09,2023-01-09 16:00:00,16.0,urgent,115.0,,False,
1793,t-db8ee9,2024-06-06,2024-06-06 13:00:00,13.0,medium,58.0,4.0,False,
1794,T-11a32d,2023-11-05,2023-11-07 06:00:00,54.0,urgent,86.0,,True,
1795,T-01fc55,2023-07-25,2023-07-27 22:00:00,70.0,urgent,22.0,5.0,False,
1796,T-d1168e,2024-04-09,2024-04-11 03:00:00,51.0,urgent,103.0,5.0,False,
1797,T-23bb61,2024-06-16,2024-06-17 12:00:00,36.0,low,171.0,3.0,False,
1798,T-ac09fb,2023-09-13,2023-09-13 15:00:00,15.0,high,97.0,,False,
1799,T-ed8926,2023-03-11,2023-03-12 05:00:00,29.0,medium,72.0,4.0,False,
1800,T-675f77,2023-08-16,,58.0,low,173.0,,False,
1801, T-0134fb    ,2024-12-08,2024-12-09 10:00:00,34.0,,70.0,,True,
1802,T-5cfb64,2024-08-15,2024-08-17 21:00:00,69.0,low,136.0,,False,
1803,,2024-01-06,2024-01-08 02:00:00,50.0,high,61.0,3.0,False,
1804,T-0b8b7d,2023-04-18,2023-04-19 00:00:00,24.0,low,53.0,,False,
1805,T-30849e,2023-03-03,2023-03-03 15:00:00,15.0,low,99.0,,False,
1806,T-5dc1bf,2024-03-29,,33.0,urgent,129.0,,,
1807,T-0cfcc4,2024-09-13,2024-09-13 01:00:00,1.0,urgent,164.0,4.0,False,
1808,T-1f3e8a,2023-05-08,2023-05-08 12:00:00,12.0,medium,132.0,,False,
1809,T-4bfec4,2024-11-12,2024-11-13 16:00:00,40.0,low,105.0,3.0,False,
1810,T-2fdfe5,2024-05-14,2024-05-15 15:00:00,39.0,low,114.0,,False,
1811,T-07ff37,2024-01-07,2024-01-08 18:00:00,42.0,high,106.0,,False,
1812,T-484790,2023-12-13,2023-12-14 18:00:00,42.0,urgent,102.0,,,
1813,T-37b3f3,2024-02-26,2024-02-26 21:00:00,21.0,high,132.0,5.0,False,
1814,T-a96055,2024-11-27,2024-11-29 01:00:00,49.0,medium,,,False,
1815,T-a1823c,2024-08-17,2024-08-19 08:00:00,,urgent,25.0,,,
1816,T-5faeda,2023-06-03,2023-06-03 04:00:00,4.0,high,55.0,,False,
1817,T-ac9630,,2023-11-11 05:00:00,5.0,high,130.0,5.0,False,
1818,T-d890d5,,2023-09-22 12:00:00,12.0,high,131.0,,False,
1819,T-37e292,2024-06-12,2024-06-13 04:00:00,28.0,low,38.0,,False,
1820,T-4c0c16,2024-07-19,2024-07-21 21:00:00,69.0,urgent,108.0,,False,
1821,T-2873de,2024-01-31,2024-01-31 12:00:00,12.0,low,,3.0,False,
1822,T-b5076f,2024-08-07,2024-08-09 19:00:00,67.0,medium,53.0,3.0,,
1823,,2024-03-12,2024-03-12 16:00:00,16.0,urgent,114.0,,False,
1824,T-3329cb,2024-04-30,2024-04-30 09:00:00,9.0,low,123.0,5.0,False,
1825,T-38a3f8,2023-12-14,2023-12-16 18:00:00,66.0,low,41.0,,False,
1826,,2023-04-18,2023-04-20 21:00:00,69.0,medium,70.0,3.0,False,
1827,T-39424e,2024-08-05,2024-08-05 05:00:00,5.0,medium,137.0,,True,
1828,T-856BDD,2024-08-17,2024-08-19 00:00:00,48.0,LOW,52.0,,False,
1829,T-C9A926,2024-09-15,2024-09-15 15:00:00,15.0,low,126.0,5.0,True,
1830,T-c7f28d,2023-08-17,2023-08-17 14:00:00,14.0,low,,,True,
1831,T-1a8ff8,2023-04-22,2023-04-22 02:00:00,2.0,low,44.0,5.0,True,
1832,,,2024-09-03 02:00:00,26.0,high,178.0,5.0,False,
1833,T-ba2219,2023-04-24,2023-04-26 10:00:00,58.0,urgent,179.0,,True,
1834,,2023-03-24,2023-03-26 13:00:00,61.0,urgent,19.0,,False,
1835,T-ae3a16,2024-06-19,2024-06-21 03:00:00,51.0,low,97.0,,False,
1836,T-9aee85,2024-05-26,2024-05-27 15:00:00,39.0,medium,155.0,,False,
1837,T-e17f8c,2024-02-02,2024-02-02 17:00:00,17.0,low,66.0,4.0,False,
1838,,2023-02-13,2023-02-14 17:00:00,41.0,URGENT,33.0,4.0,False,
1839,T-814d7e,2024-11-09,2024-11-10 15:00:00,39.0,low,141.0,5.0,True,
1840,T-984352,2023-02-15,2023-02-15 10:00:00,10.0,high,129.0,4.0,False,
1841,T-ad5807,2023-01-24,2023-01-24 14:00:00,14.0,high,14.0,,False,
1842,T-7af423,2024-08-28,2024-08-28 09:00:00,9.0,medium,,4.0,False,
1843,T-162d1f,2023-08-20,2023-08-22 12:00:00,,high,77.0,4.0,True,
1844,T-b2925a,2024-01-15,2024-01-17 23:00:00,,low,172.0,,False,
1845,T-e3507b,2023-02-28,2023-02-28 14:00:00,14.0,high,95.0,4.0,,
1846,T-88abc2,2024-10-13,2024-10-13 12:00:00,12.0,high,159.0,,False,
1847,T-b348cc,2023-07-22,2023-07-23 09:00:00,33.0,urgent,145.0,,False,
1848,T-42f242,2024-04-12,2024-04-14 01:00:00,49.0,high,104.0,3.0,,
1849,T-1df364,2024-05-06,2024-05-06 19:00:00,19.0,medium,127.0,4.0,False,
1850,T-6b8b96,2023-03-27,2023-03-29 12:00:00,60.0,urgent,101.0,3.0,False,
1851,T-2fa50a,2023-02-10,2023-02-11 13:00:00,37.0,medium,17.0,4.0,,
1852,T-f4bc90,2023-04-28,2023-04-28 11:00:00,11.0,high,27.0,3.0,False,
1853,T-fecc33,2023-09-07,2023-09-08 07:00:00,31.0,low,121.0,3.0,False,
1854,T-a2665a,2024-10-11,2024-10-12 04:00:00,28.0,urgent,161.0,4.0,False,
1855,T-b77fc1,2023-05-10,2023-05-12 18:00:00,66.0,high,83.0,,False,
1856,T-42c4fb,2023-08-18,2023-08-18 08:00:00,8.0,urgent,50.0,,False,
1857,,2024-05-02,2024-05-04 16:00:00,64.0,medium,27.0,,False,
1858,,2024-08-08,2024-08-09 02:00:00,26.0,medium,40.0,,False,
1859,T-581c3c,2024-10-05,2024-10-06 05:00:00,29.0,high,8.0,3.0,False,
1860,T-93e27e,2023-08-06,2023-08-08 07:00:00,55.0,high,,4.0,False,
1861,T-5ac967,2023-03-08,2023-03-08 12:00:00,12.0,urgent,161.0,,False,
1862,T-6086C6,2024-09-08,2024-09-08 02:00:00,2.0,urgent,84.0,5.0,False,
1863, T-ca2383    ,2024-05-20,,60.0,high,79.0,5.0,False,
1864,T-271d67,2024-10-27,2024-10-27 01:00:00,1.0,urgent,,,False,
1865,T-2a6f2e,2023-03-24,2023-03-24 01:00:00,1.0,low,159.0,4.0,False,
1866,T-7cab7d,2024-01-15,2024-01-15 01:00:00,1.0,low,28.0,4.0,False,
1867,T-1ce30f,2024-11-13,2024-11-14 02:00:00,26.0,medium,37.0,,False,
1868,T-ea65ad,2024-01-30,2024-01-30 06:00:00,6.0,medium,79.0,4.0,False,
1869,T-44b8e5,2024-06-27,2024-06-29 17:00:00,65.0,low,4.0,,False,
1870,T-0111f8,2024-04-15,2024-04-15 23:00:00,,high,95.0,5.0,False,
1871,T-d82e4d,2023-06-29,2023-07-01 03:00:00,51.0,,120.0,,False,
1872,,2024-06-24,2024-06-24 01:00:00,1.0, urgent    ,44.0,,False,
1873,,2024-09-05,2024-09-05 07:00:00,7.0,low,89.0,4.0,False,
1874,T-8a2ad9,2024-01-23,2024-01-25 23:00:00,71.0,low,,,False,
1875,T-46e5ce,2024-09-06,2024-09-08 11:00:00,59.0,high,46.0,4.0,False,
1876,T-e481c6,2023-08-01,2023-08-03 03:00:00,51.0, low    ,22.0,,False,
1877,T-9d8a29,2024-07-16,2024-07-17 13:00:00,37.0,urgent,131.0,,False,
1878,T-bafc8d,,2023-11-14 01:00:00,1.0,high,122.0,,,
1879,T-94b674,2023-10-20,2023-10-21 20:00:00,44.0,urgent,78.0,,,
1880,T-92101f,2024-02-12,2024-02-13 11:00:00,,high,51.0,5.0,False,
1881,T-cd3896,2024-05-14,2024-05-15 02:00:00,26.0,high,35.0,5.0,False,
1882,T-b52677,,2023-03-11 06:00:00,6.0,,,3.0,False,
1883,T-3EF55F,2023-09-02,2023-09-02 01:00:00,1.0,HIGH,174.0,3.0,True,
1884,T-8b1323,2024-07-15,,12.0,medium,116.0,,False,
1885,T-d2f0e5,2023-12-27,2023-12-27 20:00:00,20.0,urgent,17.0,,False,
1886,,2023-11-05,2023-11-07 10:00:00,58.0,medium,75.0,4.0,False,
1887,T-d9600d,,2024-12-19 03:00:00,27.0,urgent,106.0,4.0,False,
1888,T-287662,2024-11-07,2024-11-08 16:00:00,,medium,57.0,3.0,False,
1889,T-7932c2,2024-01-28,2024-01-28 09:00:00,9.0,urgent,132.0,5.0,False,
1890,T-1cf7fa,2024-10-14,2024-10-14 12:00:00,12.0,high,21.0,4.0,,
1891,T-24d5c4,2024-03-20,2024-03-22 08:00:00,56.0,high,79.0,4.0,False,
1892,T-7d2f68,2024-10-17,2024-10-19 11:00:00,59.0,low,167.0,5.0,False,
1893,T-d5e980,2023-06-21,2023-06-21 18:00:00,18.0,low,137.0,4.0,False,
1894,,2024-08-11,2024-08-12 05:00:00,29.0,medium,6.0,5.0,False,
1895,T-ae53a2,2024-01-29,2024-01-31 11:00:00,59.0,low,165.0,,False,
1896,T-056a79,2024-05-23,2024-05-24 08:00:00,32.0,urgent,103.0,,False,
1897,T-27e2a5,2024-09-11,2024-09-13 19:00:00,67.0,,42.0,,False,
1898,,2024-09-11,2024-09-13 23:00:00,71.0,low,174.0,,True,
1899,t-182de8,2024-06-07,2024-06-08 07:00:00,31.0, low    ,108.0,,False,
1900,T-cb1b0e,2024-05-12,2024-05-14 08:00:00,56.0,urgent,46.0,5.0,False,
1901,T-54b828,2024-02-27,2024-02-27 22:00:00,22.0,low,150.0,5.0,,
1902,T-f0ff14,2024-11-02,,12.0,urgent,17.0,,False,
1903, T-72f058    ,2023-02-16,2023-02-16 09:00:00,9.0,high,82.0,,,
1904,T-ed12da,2023-03-30,2023-03-31 12:00:00,36.0,medium,34.0,3.0,False,
1905,,2023-10-04,2023-10-04 11:00:00,11.0,high,91.0,4.0,False,
1906,T-2bec1c,2024-11-07,2024-11-07 15:00:00,15.0,high,51.0,,False,
1907,T-22afc4,2024-04-13,2024-04-14 11:00:00,35.0,urgent,3.0,4.0,False,
1908,,2024-08-06,2024-08-06 03:00:00,,high,106.0,4.0,False,
1909,T-01387f,2024-03-26,2024-03-27 21:00:00,45.0,low,74.0,5.0,,
1910,T-9f4e20,2024-07-04,2024-07-05 12:00:00,36.0,urgent,83.0,,False,
1911,T-374bd7,2023-05-14,2023-05-14 17:00:00,17.0,,36.0,,False,
1912,T-a65795,2023-06-30,2023-06-30 08:00:00,8.0,urgent,82.0,5.0,False,
1913,T-d552c8,2024-02-21,2024-02-21 22:00:00,22.0,urgent,93.0,5.0,False,
1914,T-c6ebe1,2023-03-15,2023-03-15 20:00:00,20.0,medium,154.0,,False,
1915,T-2f3247,2024-04-25,,4.0,low,48.0,4.0,False,
1916,T-5117FB,,2023-12-13 17:00:00,65.0,medium,64.0,3.0,,
1917,T-c1b39d,2024-06-05,2024-06-06 20:00:00,44.0,low,103.0,,True,
1918,t-f99a2c,2023-04-26,2023-04-26 01:00:00,1.0, medium    ,61.0,3.0,,
1919,T-83edca,2024-05-01,2024-05-01 12:00:00,12.0,urgent,99.0,5.0,True,
1920,T-721dbc,2023-10-13,,12.0,URGENT,54.0,,False,
1921,T-592ec1,2023-05-23,2023-05-24 03:00:00,27.0,low,161.0,5.0,False,
1922,T-bccf47,2023-05-05,,15.0,,92.0,,False,
1923,T-381eff,2024-12-28,2024-12-29 11:00:00,35.0,,139.0,5.0,False,
1924,T-115c3c,2024-02-01,2024-02-01 09:00:00,9.0,medium,162.0,5.0,False,
1925,T-3d0cfa,2023-04-15,2023-04-15 23:00:00,23.0,urgent,,3.0,False,
1926,T-ac71c9,2024-01-18,2024-01-18 08:00:00,8.0,high,155.0,3.0,False,
1927,t-bf29da,2024-04-29,2024-05-01 10:00:00,58.0,urgent,110.0,3.0,False,
1928,T-b3feb3,2024-09-14,2024-09-16 21:00:00,69.0,high,121.0,3.0,True,
1929,T-c6fa3a,,2023-06-06 05:00:00,53.0,low,96.0,5.0,False,
1930,T-b5fa1f,2023-10-07,2023-10-07 16:00:00,16.0,medium,57.0,,False,
1931,T-d51d42,2023-03-08,2023-03-08 09:00:00,9.0,low,149.0,5.0,False,
1932,T-ba8b3a,2023-06-18,2023-06-18 22:00:00,22.0,high,40.0,4.0,False,
1933,T-dba043,2024-06-17,2024-06-19 14:00:00,,urgent,60.0,5.0,False,
1934,T-0bb5ac,2024-10-21,2024-10-21 13:00:00,13.0,low,9.0,,False,
1935,T-cff159,2023-08-15,2023-08-17 17:00:00,65.0,medium,,,False,
1936,t-2b5ff8,2024-09-12,2024-09-14 18:00:00,66.0,high,32.0,5.0,False,
1937,T-79d436,2023-01-25,2023-01-25 20:00:00,20.0,high,177.0,4.0,False,
1938,T-8da35c,2023-03-14,2023-03-14 15:00:00,15.0,urgent,60.0,3.0,False,
1939,T-611dd3,2024-03-02,2024-03-04 11:00:00,59.0,high,169.0,5.0,False,
1940,,2024-12-29,2024-12-29 22:00:00,22.0,urgent,147.0,,,
1941,T-9656b4,2024-07-10,2024-07-12 10:00:00,58.0,urgent,172.0,,False,
1942,T-10fc64,2024-08-09,2024-08-09 12:00:00,12.0,medium,75.0,,False,
1943,T-069c43,2024-04-08,2024-04-10 02:00:00,,high,53.0,3.0,False,
1944,T-263799,2024-02-15,2024-02-16 05:00:00,29.0,medium,6.0,,False,
1945,T-89a21e,2024-10-30,,55.0,high,113.0,,False,
1946,T-0BA1A8,2023-11-05,2023-11-07 06:00:00,54.0,,72.0,5.0,False,
1947,T-7e4e70,2024-06-08,,47.0,low,,5.0,,
1948,T-20af37,2024-10-30,2024-11-01 06:00:00,54.0,low,174.0,,False,
1949,T-d5f42b,2023-10-11,2023-10-13 18:00:00,66.0,low,,,False,
1950,T-d895b8,2023-05-04,2023-05-05 08:00:00,32.0,low,45.0,3.0,False,
1951,T-db932a,2024-10-28,2024-10-28 10:00:00,10.0,urgent,92.0,,False,
1952,T-784b41,2023-10-10,2023-10-10 23:00:00,23.0,medium,21.0,4.0,False,
1953,T-fdf135,2023-01-04,,44.0,urgent,65.0,4.0,False,
1954,T-7905fa,2023-12-10,2023-12-11 19:00:00,43.0,low,175.0,,False,
1955,T-4a53fe,,2024-07-14 01:00:00,49.0,low,153.0,,False,
