,gender,age,country,city,customer_segment,tenure_months,signup_channel,contract_type,monthly_logins,weekly_active_days,avg_session_time,features_used,usage_growth_rate,last_login_days_ago,monthly_fee,total_revenue,payment_method,payment_failures,discount_applied,price_increase_last_3m,support_tickets,avg_resolution_time,complaint_type,csat_score,escalations,email_open_rate,marketing_click_rate,nps_score,survey_response,referral_count,churn,account_id,customer_id
7405,Female,46.0,Bangladesh,,Enterprise,14.0,Referral,Monthly,5.0,7.0,,5.0,,3.0,10.0,140.0,Card,,No,No,,27.191544490935968,Technical,5.0,0.0,0.1,0.3,-40.0,Satisfied,1.0,1.0,A-1f7acb,
7406,Female,59.0,Germany,New York,Individual,5.0,Web,Monthly,25.0,2.0,7.594338901148126,2.0,0.13,7.0,20.0,100.0,Card,1.0,No,No,1.0,11.26369367174182,Service,3.0,1.0,0.73,0.05,4.0,Neutral,1.0,0.0,A-463db0,
7407,Female,34.0,USA,Sydney,,57.0,Referral,Monthly,14.0,3.0,7.734259231372658,9.0,0.02,1.0,20.0,1140.0,PayPal,1.0,No,Yes,0.0,24.79561099024747,,,0.0,0.85,0.36,50.0,,1.0,0.0,A-dbc825,
7408,Male,60.0,Germany,Berlin,Individual,22.0,Mobile,Monthly,29.0,1.0,21.39649650107166,,-0.02,41.0,,,Card,1.0,No,No,1.0,28.490804135764566,,5.0,0.0,0.24,0.15,48.0,Unsatisfied,3.0,0.0,A-e693b6,
7409,Male,25.0,Canada,London,Individual,11.0,Web,Quarterly,,5.0,16.254362120260954,10.0,0.18,12.0,50.0,550.0,Card,1.0,No,Yes,1.0,27.98067581688794,Technical,5.0,0.0,0.55,0.07,60.0,,1.0,0.0,A-f25509,
7410,Male,18.0,Australia,London,Individual,29.0,Referral,Yearly,37.0,6.0,,3.0,0.01,2.0,20.0,580.0,Bank Transfer,0.0,Yes,No,0.0,22.661310584266445,,5.0,1.0,0.82,0.38,,Neutral,1.0,0.0,A-40de06,
7411, Female    ,62.0,,New York,,7.0,Web,Quarterly,0.0,4.0,25.247653317295672,2.0,0.1,18.0,30.0,210.0,Card,0.0,Yes,No,1.0,18.1430243421862,,4.0,0.0,0.2,0.44,28.0,Satisfied,1.0,0.0,A-D4E0D4,
7412,Female,70.0,India,New York,SME,52.0,Referral,Monthly,23.0,2.0,20.850834487615465,4.0,-0.07,8.0,20.0,1040.0,Card,0.0,Yes,No,0.0,28.036792210895136,Billing,3.0,0.0,0.34,0.15,18.0,Neutral,0.0,0.0,A-dec005,
7413,Female,53.0,Germany,Sydney,SME,18.0,Web,Monthly,13.0,0.0,20.550600936447275,10.0,0.08,15.0,100.0,1800.0,Bank Transfer,0.0,Yes,No,0.0,25.579291917483864,Service,3.0,0.0,0.42,0.11,-49.0,Neutral,1.0,0.0,A-b179bf,
7414,Female,24.0,India,Delhi,Individual,31.0,Mobile,Monthly,41.0,4.0,15.569910327368053,9.0,0.13,19.0,20.0,620.0,Card,0.0,No,Yes,1.0,33.126741301358614,Billing,3.0,,0.84,0.33,-34.0,Unsatisfied,2.0,0.0,A-dcc2f0,
7415,Male,63.0,,Berlin,SME,43.0,Web,Quarterly,0.0,1.0,2.28022721618156,5.0,0.09,10.0,30.0,1290.0,Card,2.0,No,No,3.0,14.633272713672424,,3.0,1.0,0.33,0.39,17.0,Neutral,0.0,0.0,A-1d5444,
7416,male,22.0,Usa,London,,20.0,Referral,Monthly,24.0,5.0,8.885916644742915,5.0,-0.0,11.0,50.0,1000.0,Card,1.0,No,NO,3.0,,Technical,3.0,0.0,0.54,0.16,43.0,,1.0,0.0, A-313be3    ,
7417,Female,41.0,Australia,Sydney,Individual,57.0,Web,Quarterly,25.0,4.0,9.605822550301314,8.0,-0.03,17.0,100.0,5700.0,Card,3.0,No,No,1.0,36.521521843397295,Service,3.0,0.0,0.89,0.46,,Unsatisfied,1.0,0.0,A-5247b3,
7418,Female,45.0,India,Dhaka,SME,35.0,Web,Monthly,0.0,6.0,22.459615436397375,,0.15,,100.0,,Card,0.0,No,No,3.0,17.960430188127546,Service,3.0,,,0.02,39.0,Satisfied,1.0,0.0,A-337bc1,
7419,Male,,Bangladesh,,Individual,7.0,Mobile,Monthly,25.0,7.0,27.32217031239739,4.0,0.08,6.0,20.0,140.0,Card,2.0,No,No,,28.0266812024732,Technical,4.0,0.0,0.66,0.16,51.0,,1.0,1.0,A-5c046d,
7420,Female,34.0,USA,Dhaka,Individual,30.0,Referral,,0.0,6.0,15.05179875270658,3.0,0.01,12.0,50.0,1500.0,Card,0.0,Yes,,0.0,20.725689200415943,,3.0,0.0,0.38,0.26,22.0,Unsatisfied,1.0,0.0,A-5c046d,
7421,,54.0,UK,New York,Individual,4.0,Web,Yearly,12.0,4.0,16.677432407696326,8.0,0.16,5.0,70.0,280.0,Card,0.0,Yes,No,1.0,,Billing,2.0,0.0,0.46,0.43,-5.0,Satisfied,0.0,1.0,A-8145a0,
7422,,37.0,Bangladesh,London,Individual,51.0,Web,Monthly,24.0,3.0,10.766804496908192,7.0,-0.13,6.0,50.0,2550.0,Card,1.0,,No,1.0,,Billing,4.0,0.0,0.3,0.26,19.0,Unsatisfied,1.0,0.0,A-e4144b,
7423,male,,usa,Toronto, Individual    ,30.0,Web, Monthly    ,10.0,6.0,13.18931802621347,9.0,-0.19,4.0,30.0,900.0,Card,0.0,No, No    ,4.0,30.435401891216067,Technical,4.0,1.0,0.2,0.42,-100.0,Satisfied,0.0,,,
7424,Male,54.0,Germany,Delhi,,30.0,Web,Quarterly,20.0,1.0,11.967565994897992,5.0,0.27,19.0,20.0,600.0,Card,1.0,No,No,0.0,,Billing,3.0,1.0,0.52,0.42,-5.0,Neutral,0.0,0.0,A-bcbe98,
7425,female,43.0,India,Delhi,SME,30.0,Referral,Quarterly,19.0,0.0,27.1910102087156,7.0,-0.23,5.0,,1500.0,PayPal,1.0,No,no,1.0,22.23043647338392,Billing,3.0,1.0,0.4,0.41,,Satisfied,2.0,0.0,a-c4ea60,
7426,Male,,Australia,New York,SME,,Web,Yearly,25.0,,25.9908556424156,3.0,0.19,16.0,50.0,2650.0,Card,1.0,No,No,0.0,16.56960507007953,Billing,1.0,0.0,0.12,0.32,-34.0,Satisfied,4.0,1.0,A-02fac6,
7427,,68.0,,Dhaka,individual,18.0,Mobile,,9.0,6.0,5.648656996326011,3.0,0.16,14.0,20.0,360.0,Card,0.0,No,no,1.0,27.145447199985696,Technical,2.0,1.0,0.58,0.41,85.0,Satisfied,2.0,0.0,a-d4e0d4,
7428,Female,65.0,Australia,London,Individual,43.0,Mobile,Monthly,29.0,4.0,15.841764601986464,4.0,0.16,0.0,10.0,430.0,Card,1.0,No,,0.0,21.151654892787555,Service,5.0,0.0,0.49,0.02,83.0,Satisfied,2.0,0.0,A-5ed98d,
7429,,25.0,CANADA,Sydney,SME,46.0,Web, Monthly    ,0.0,4.0,13.101153137444289,6.0,0.1,21.0,20.0,920.0,PayPal,2.0,No,NO,1.0,18.074823880435584,Billing,4.0,,,0.18,5.0,Unsatisfied,2.0,0.0,A-35083D,
7430,Female,30.0,Canada,Delhi,Individual,10.0,Web,Quarterly,35.0,5.0,1.0,4.0,,8.0,50.0,500.0,,0.0,Yes,No,,14.236163276903769,Service,3.0,0.0,0.34,0.42,-29.0,Neutral,1.0,,A-313be3,
7431,,65.0,germany,Sydney,individual,14.0,Referral,,,6.0,24.184962320239254,1.0,-0.02,8.0,50.0,700.0,PayPal,0.0,Yes,,1.0,28.90710736039861,Technical,,0.0,,0.1,8.0,Satisfied,1.0,0.0,A-Fdfc91,
7432,Male,20.0,UK,Berlin,Individual,,Web,Quarterly,18.0,0.0,32.314621179589565,5.0,0.18,4.0,30.0,1080.0,PayPal,3.0,,No,1.0,25.862448564670828,,4.0,,0.34,0.4,32.0,Satisfied,2.0,0.0,A-1f0636,
7433,Female,18.0,Canada,Toronto,SME,,Web,Yearly,23.0,0.0,21.98109359431953,6.0,-0.04,17.0,50.0,1150.0,Card,2.0,Yes,No,2.0,23.89628094243896,Service,3.0,0.0,,0.4,,Satisfied,1.0,0.0,A-4814a3,
7434,Female,26.0,USA,New York,SME,,Web,Monthly,21.0,,12.3990104401228,5.0,,1.0,20.0,,PayPal,1.0,No,,1.0,22.695448094301323,Service,3.0,0.0,0.76,0.34,26.0,Satisfied,2.0,0.0,A-118f1c,
7435,Female,48.0,,Dhaka,SME,12.0,Mobile,,19.0,7.0,23.9998778612784,7.0,-0.06,,50.0,600.0,Card,,No,No,0.0,33.0661205380691,Service,,,0.83,,35.0,Unsatisfied,2.0,0.0,A-dcc3f1,
7436,Male,,India,Delhi,Individual,34.0,Web,,32.0,,18.31368833299369,7.0,-0.05,2.0,20.0,680.0,Card,0.0,No,No,3.0,39.58569216371917,Billing,4.0,0.0,0.59,0.05,72.0,Neutral,0.0,0.0,,
7437,Female,71.0,Germany,Berlin,SME,26.0,Referral,Yearly,4.0,2.0,28.91555448009524,5.0,0.12,14.0,20.0,520.0,Card,,Yes,No,2.0,22.307050701439223,Technical,,0.0,0.45,0.03,74.0,Neutral,0.0,1.0,,
7438,,43.0,,Berlin,Individual,6.0,Mobile,,10.0,6.0,17.466330943697688,9.0,0.07,2.0,20.0,120.0,,2.0,Yes,no,3.0,28.865945154222487,Billing,3.0,0.0,0.53,,-9.0,Satisfied,2.0,0.0,,
7439,Female,34.0, UK    ,Toronto,individual,37.0,,Quarterly,24.0,4.0,14.998109471321095,2.0,-0.25,1.0,30.0,1110.0,Card,0.0,Yes,,0.0,19.10994034672513,Billing,3.0,0.0,0.78,0.11,44.0,Unsatisfied,2.0,0.0,A-E43Bf7,
7440,Female,73.0,Bangladesh,,Individual,51.0,Mobile,Quarterly,,2.0,,7.0,-0.3,,50.0,2550.0,PayPal,0.0,No,No,0.0,21.25055548059741,Service,4.0,0.0,0.7,0.26,1.0,Neutral,2.0,0.0,A-ad296b,
7441,,,USA,New York,SME,53.0,Web,QUARTERLY,32.0,4.0,13.039281358202436,10.0,0.08,21.0,10.0,530.0,PayPal,0.0,No, No    ,1.0,24.26993390709865,Technical,3.0,0.0,0.55,0.36,-7.0,Neutral,1.0,0.0,A-bd4708,
7442,,26.0,Australia,Sydney,Individual,15.0,Referral,Monthly,42.0,0.0,18.88934026769831,1.0,-0.18,5.0,10.0,150.0,Card,0.0,No,No,1.0,13.9171734057075,Billing,4.0,0.0,,0.35,-5.0,Unsatisfied,,0.0,A-8ae05d,
7443,Male,73.0,Canada,New York,,42.0,Web,Quarterly,20.0,2.0,25.48290279283973,5.0,0.09,0.0,50.0,2100.0,Bank Transfer,0.0,Yes,No,0.0,20.91132587222098,Technical,4.0,0.0,0.13,,29.0,,1.0,0.0,A-bc4d48,
7444,Male,68.0,,Berlin,SME,39.0,Web,Quarterly,2.0,5.0,7.396364308604241,5.0,-0.1,14.0,50.0,1950.0,Card,2.0,No,No,0.0,22.407252811519875,Technical,4.0,0.0,0.57,0.1,5.0,Satisfied,2.0,0.0,A-08e34e,
7445,Female,30.0,UK,,SME,19.0,Mobile,,11.0,,20.873231874796677,1.0,-0.17,11.0,30.0,570.0,Card,3.0,No,No,1.0,32.572564616340685,,3.0,1.0,0.77,0.08,55.0,Satisfied,0.0,1.0,A-18793f,
7446,Female,22.0,,New York,,40.0,Mobile,MONTHLY,0.0,,36.40676906653091,7.0,0.34,6.0,,2800.0,Card,0.0,Yes,,2.0,,Technical,3.0,1.0,0.8,0.29,32.0,Neutral,1.0,,A-b07346,
7447,Female,,Bangladesh,Dhaka,Individual,47.0,,Monthly,26.0,0.0,8.111222838279923,3.0,-0.02,,10.0,470.0,Card,0.0,Yes,No,,26.136030795851667,Technical,4.0,0.0,0.5,0.2,37.0,Satisfied,0.0,0.0,,
7448,Female,,,Dhaka,SME,,Referral,Quarterly,10.0,,21.52870114253068,4.0,0.16,4.0,20.0,460.0,Card,,No,No,0.0,27.58167021038608,Billing,5.0,0.0,0.28,0.31,-7.0,Neutral,1.0,1.0,A-09316c,
7449,Female,18.0,,Toronto, SME    ,,Web,QUARTERLY,,7.0,14.291125543821424,9.0,-0.32,6.0,30.0,1080.0,Card,0.0,Yes,No,0.0,23.56728447502192,Billing,5.0,1.0,0.83,0.25,,Satisfied,1.0,0.0,,
7450,Female,42.0,,Berlin,Individual,13.0,Web,Monthly,17.0,,5.005781559283621,5.0,0.07,4.0,30.0,390.0,Card,1.0,Yes,No,1.0,22.631492023646583,,,0.0,0.19,0.01,-54.0,Unsatisfied,1.0,0.0,A-bd4513,
7451,Female,64.0,UK,London,Individual,31.0,Web,Quarterly,31.0,2.0,,5.0,-0.16,7.0,,930.0,Card,0.0,Yes,Yes,1.0,24.329729552563013,Technical,3.0,2.0,0.46,0.1,61.0,Neutral,1.0,0.0,A-5a3eb9,
7452,,21.0,UK,Toronto,,37.0,Referral,MONTHLY,20.0,7.0,20.018343985368745,1.0,0.14,31.0,,370.0,Bank Transfer,1.0,No,,0.0,6.79865174441116,Service,3.0,0.0,0.43,0.15,-46.0,Unsatisfied,1.0,1.0,A-1E1B80,
7453,Male,53.0,Bangladesh,Toronto,,26.0,Referral,,17.0,3.0,,3.0,-0.08,0.0,50.0,1300.0,PayPal,0.0,Yes,Yes,0.0,20.78856216073816,,4.0,0.0,0.69,0.39,6.0,Neutral,2.0,0.0,A-39ddf4,
7454,Male,69.0,Canada,New York,Individual,43.0,Referral,Monthly,10.0,4.0,,9.0,-0.16,12.0,70.0,3010.0,PayPal,0.0,No,No,0.0,34.508904060324305,Technical,5.0,0.0,0.5,0.45,18.0,,0.0,,A-484819,
7455,Male,27.0,,Sydney,Individual,48.0,Web,Monthly,26.0,2.0,15.70116526516512,1.0,-0.16,7.0,70.0,3360.0,Card,0.0,No,No,5.0,16.057329801627205,Technical,,0.0,0.39,0.29,26.0,Unsatisfied,0.0,0.0,A-798a3f,
7456,Female,45.0,UK,,Individual,52.0,Web,Quarterly,8.0,4.0,28.332560823580863,6.0,0.11,3.0,30.0,1560.0,Card,0.0,Yes,Yes,,9.304929698565337,Billing,3.0,3.0,0.5,0.33,12.0,Neutral,0.0,0.0,A-f6b2fb,
7457,Female,74.0,USA,Dhaka,Individual,18.0,Web,Yearly,7.0,5.0,8.628547696589456,5.0,-0.22,3.0,50.0,900.0,,0.0,,Yes,1.0,36.84434841503405,,4.0,0.0,0.71,0.37,,Satisfied,1.0,0.0,A-afa505,
7458,Female,23.0,USA,Berlin,SME,47.0,Web,Monthly,14.0,,7.901204172567583,4.0,-0.11,2.0,20.0,940.0,Card,,No,No,1.0,44.96759670509535,Service,4.0,0.0,0.39,0.46,76.0,Neutral,0.0,0.0,A-5f2961,
7459,Male,44.0,USA,New York,Individual,,Web,,40.0,2.0,23.17927427145093,8.0,0.17,7.0,20.0,1140.0,PayPal,1.0,,Yes,2.0,22.386643909036486,Service,,0.0,0.46,0.29,-35.0,Neutral,0.0,,A-712f1c,
7460,Female,73.0,Australia,Sydney,Individual,33.0,Web,Quarterly,19.0,7.0,13.01457180252359,6.0,0.1,,30.0,990.0,PayPal,1.0,No,No,1.0,31.70675126336065,Technical,2.0,0.0,0.17,0.32,61.0,Satisfied,1.0,0.0,A-6a7c9d,
7461,Male,29.0,UK,Dhaka,SME,40.0,Web,Monthly,19.0,6.0,21.345871175962422,9.0,0.2,15.0,20.0,,PayPal,0.0,No,No,0.0,28.08323006309549,,4.0,0.0,0.71,0.28,29.0,Neutral,1.0,0.0,A-d5a319,
7462,Female,69.0,UK,Delhi,Individual,32.0,Web,Monthly,23.0,,24.130633307308173,2.0,-0.01,11.0,50.0,1600.0,Bank Transfer,1.0,No,No,3.0,17.5601178655092,Service,5.0,1.0,0.19,0.01,-8.0,Satisfied,0.0,0.0,A-854864,
7463,Male,65.0,USA,London,Individual,4.0,Web,Quarterly,22.0,0.0,25.82676321156938,8.0,0.25,4.0,70.0,280.0,Card,0.0,No,No,0.0,21.77127389381105,,3.0,0.0,0.18,0.24,0.0,Neutral,1.0,1.0,A-39868b,
7464,Male,,Bangladesh,Delhi,Individual,41.0,Web,Quarterly,17.0,7.0,6.122163650663497,3.0,-0.05,2.0,,1230.0,,1.0,No,No,1.0,22.364587443658127,Technical,3.0,0.0,0.4,0.13,51.0,Neutral,0.0,0.0,A-19b2c8,
7465,Male,63.0,,New York,SME,19.0,Mobile,Monthly,10.0,0.0,12.79659932002003,3.0,0.14,6.0,20.0,380.0,Card,0.0,No,Yes,2.0,18.769340386826627,Billing,4.0,0.0,0.8,0.14,,Satisfied,0.0,0.0,A-1e1b80,
7466,Female,50.0,Bangladesh,New York,Enterprise,7.0,Web,Monthly,15.0,0.0,2.8418470776442515,3.0,-0.07,4.0,30.0,210.0,Card,0.0,,No,0.0,12.372869820624874,Billing,5.0,,0.34,0.03,36.0,Satisfied,1.0,0.0,A-86902e,
7467,,27.0,CANADA,Sydney,SME,47.0,Mobile,yearly,17.0,,24.035454693509777,1.0,-0.14,15.0,30.0,1410.0,Bank Transfer,0.0,No,NO,0.0,2.752217724435937,Service,5.0,0.0,0.68,0.1,51.0,Neutral,2.0,,,
7468,Female,48.0,UK,Toronto,SME,35.0,Web,Monthly,5.0,1.0,14.025728427021653,7.0,,4.0,20.0,700.0,Card,1.0,No,No,1.0,26.596817778898107,Technical,4.0,1.0,0.54,0.06,-58.0,Unsatisfied,1.0,0.0,A-3f9cc0,
7469,Female,32.0,Bangladesh,New York,Individual,26.0,,Yearly,17.0,2.0,1.0,,0.05,12.0,30.0,,Card,0.0,No,Yes,1.0,22.13452935341386,Technical,3.0,0.0,0.39,0.16,58.0,Satisfied,0.0,0.0,A-50f3f7,
7470,Female,24.0,,Toronto,SME,,Web,Monthly,,,23.177737058071592,4.0,-0.24,9.0,30.0,1320.0,Card,0.0,No,No,0.0,20.233054445172403,Technical,3.0,0.0,0.29,0.48,21.0,Satisfied,2.0,0.0,A-86fc1d,
7471,Female,53.0,Germany,Berlin,Enterprise,23.0,Web,Monthly,14.0,7.0,21.31231308631221,2.0,0.06,8.0,50.0,1150.0,Card,2.0,No,No,1.0,12.399405337771022,Service,1.0,1.0,0.4,,21.0,,2.0,0.0,,
7472,Female,31.0,UK,Dhaka,Individual,34.0,,Monthly,32.0,,8.042705523386768,,-0.06,21.0,,680.0,PayPal,,Yes,No,0.0,19.56187184616169,Service,4.0,0.0,0.46,0.4,39.0,Unsatisfied,1.0,0.0,A-05d3b3,
7473,Male,73.0,Bangladesh,Berlin,SME,,Referral,Monthly,,3.0,13.665211068804563,5.0,0.11,10.0,50.0,2550.0,Bank Transfer,0.0,No,No,2.0,18.880537132997446,,4.0,0.0,0.33,0.11,-5.0,,2.0,0.0,A-e08cd3,
7474,,65.0,USA,Sydney,Individual,56.0,Web,Monthly,12.0,5.0,19.41052441382561,3.0,-0.01,28.0,30.0,,Card,2.0,No,Yes,1.0,26.91885111436116,,5.0,0.0,0.23,0.16,-2.0,Unsatisfied,0.0,1.0,A-8ae05d,
7475,Female,31.0,,Berlin,Individual,7.0,Web,Monthly,15.0,6.0,22.594504822862,9.0,0.11,6.0,30.0,210.0,Card,0.0,Yes,No,3.0,36.88944190162514,Technical,1.0,0.0,0.37,0.45,59.0,Unsatisfied,2.0,1.0,A-98a59a,
7476,Female,20.0,Australia,Delhi,SME,11.0,Referral,Quarterly,32.0,2.0,10.679164319810532,8.0,0.09,4.0,50.0,550.0,Card,,No,No,0.0,35.18262497912861,Technical,5.0,1.0,0.29,0.33,57.0,,,0.0,A-3a7284,
7477,Female,66.0,UK,Delhi,Individual,51.0,Web,Monthly,13.0,0.0,22.056816871714886,3.0,0.05,9.0,10.0,510.0,Card,2.0,No,No,2.0,44.144521090966855,Billing,3.0,0.0,0.6,0.37,10.0,Neutral,,0.0,A-ce66f8,
7478,female,70.0,Uk,Delhi,Individual,8.0,Web, Quarterly    ,11.0,6.0,13.343378903176369,4.0,-0.0,5.0,,160.0,PayPal,0.0,No,No,2.0,23.54218015916261,Technical,,0.0,0.63,0.28,62.0,Unsatisfied,0.0,0.0,A-D42431,
7479,Male,63.0,USA,Sydney,SME,13.0,Referral,Yearly,11.0,3.0,17.856486457069444,2.0,,6.0,20.0,260.0,Card,0.0,No,No,2.0,,,2.0,1.0,,0.04,31.0,Satisfied,0.0,0.0,A-39868b,
7480, Male    ,67.0,Germany,Sydney,SME,,Referral,Yearly,20.0,3.0,17.202701974456247,3.0,0.01,,20.0,640.0,Card,0.0,No,No,0.0,37.496060650827474,Technical,2.0,0.0,0.88,0.49,15.0,Satisfied,1.0,0.0, A-e40f45    ,
7481,Female,20.0,India,Delhi,SME,41.0,Web,Monthly,22.0,6.0,2.269447657190499,6.0,-0.13,12.0,20.0,820.0,Card,1.0,No,Yes,1.0,4.948419577765488,Technical,5.0,0.0,0.18,0.04,9.0,Satisfied,3.0,0.0,A-0cc442,
7482,Male,39.0,UK,Toronto,Individual,34.0,Referral,Quarterly,26.0,6.0,10.010068187996737,4.0,-0.17,9.0,20.0,680.0,Card,2.0,No,No,1.0,15.724378535352512,Technical,5.0,0.0,0.41,0.4,45.0,Unsatisfied,0.0,0.0,A-91e948,
7483,Male,36.0,Canada,Delhi,Individual,18.0,Mobile,Quarterly,12.0,6.0,,8.0,0.11,,70.0,1260.0,Card,1.0,No,No,2.0,30.96103888765236,,4.0,0.0,0.77,0.28,-42.0,Neutral,2.0,0.0,A-dec005,
7484,Female,,Canada,Toronto,Enterprise,15.0,Web,Monthly,35.0,2.0,9.31777604164948,5.0,,5.0,50.0,750.0,,1.0,No,Yes,1.0,18.273221791209394,,5.0,0.0,,0.28,45.0,Unsatisfied,2.0,0.0,A-30b4ca,
7485,,,Canada,Berlin,INDIVIDUAL,,Mobile,,25.0,4.0,17.186252657735476,,0.21,10.0,50.0,2750.0,PayPal,1.0,No, Yes    ,0.0,9.162326464747098,,4.0,0.0,0.15,0.39,-10.0,Unsatisfied,,0.0,A-558C72,
7486,Female,71.0,Australia,,Enterprise,43.0,Mobile,Monthly,15.0,3.0,9.549331293456602,5.0,0.25,23.0,10.0,430.0,Card,,No,Yes,1.0,,Technical,5.0,0.0,0.42,0.47,66.0,Unsatisfied,0.0,0.0,A-76fa4d,
7487,Male,22.0,Australia,New York,SME,24.0,Mobile,Quarterly,28.0,0.0,17.2992348363973,4.0,,,50.0,1200.0,Bank Transfer,0.0,No,No,3.0,31.4932179077992,,3.0,0.0,0.14,0.43,-17.0,Satisfied,1.0,0.0,A-856b1e,
7488,male,27.0,INDIA,London,,47.0,Referral,Yearly,39.0,7.0,7.244762354425807,4.0,-0.09,3.0,20.0,940.0,Card,2.0,No, No    ,1.0,37.70259141191728,Technical,4.0,0.0,0.87,0.04,84.0,Neutral,0.0,0.0,A-94d3da,
7489,Male,58.0,UK,New York,Individual,21.0,Web,Yearly,24.0,7.0,12.701036728131433,9.0,0.1,10.0,10.0,210.0,Bank Transfer,0.0,No,,2.0,19.045969732968576,Technical,3.0,0.0,0.34,0.14,35.0,Unsatisfied,0.0,0.0,A-019782,
7490,,,UK,New York,Individual,18.0,Mobile,Quarterly,37.0,5.0,25.37488208019797,3.0,,0.0,10.0,180.0,,1.0,,,1.0,14.866638659945666,Technical,,1.0,0.65,0.49,74.0,Satisfied,0.0,0.0,A-a8b49c,
7491,Male,30.0,,, SME    ,14.0,Web,Monthly,9.0,7.0,9.283866982050377,,-0.18,21.0,10.0,140.0,Card,0.0,No,no,0.0,18.77931631095639,,4.0,0.0,0.48,0.12,100.0,Neutral,0.0,0.0,,
7492,Male,52.0,Australia,London,Individual,58.0,Web,Yearly,,7.0,,6.0,-0.03,7.0,30.0,1740.0,Card,0.0,No,No,,36.28858036574375,Technical,,1.0,0.33,0.18,42.0,Unsatisfied,0.0,0.0,A-bd4708,
7493,Female,68.0,India,Sydney,SME,53.0,Mobile,Quarterly,25.0,6.0,4.742477871218744,6.0,-0.4,11.0,30.0,1590.0,Card,1.0,,No,1.0,42.0465276857616,Billing,5.0,0.0,0.15,0.13,17.0,Satisfied,3.0,0.0,A-fb186e,
7494,Female,49.0,UK,Toronto,SME,19.0,Mobile,Monthly,31.0,2.0,20.83419081437467,4.0,0.1,6.0,20.0,380.0,Card,1.0,No,No,1.0,7.404186841304934,Service,4.0,0.0,0.1,0.18,-46.0,Satisfied,,0.0,A-e60f9d,
7495,Male,28.0,USA,Delhi,Individual,13.0,Referral,Yearly,6.0,4.0,8.823933972137327,6.0,0.25,8.0,50.0,,Card,0.0,Yes,No,0.0,47.264472408758,,5.0,0.0,0.59,0.44,-2.0,Satisfied,3.0,0.0,A-d40bf7,
7496,FEMALE,65.0, Germany    ,Dhaka,sme,57.0,Referral,,32.0,1.0,10.01010850460264,4.0,0.13,,50.0,2850.0,Card,1.0,No,no,0.0,10.283322957921683,Billing,4.0,0.0,0.33,0.34,-14.0,Satisfied,3.0,0.0,A-7d514c,
7497,Male,55.0,Bangladesh,Dhaka,Individual,16.0,Mobile,Monthly,15.0,7.0,22.291565846126915,3.0,-0.23,20.0,30.0,480.0,PayPal,1.0,No,No,1.0,28.740916128802212,Service,5.0,2.0,0.8,,37.0,Satisfied,0.0,0.0,A-4c6f11,
7498,Male,41.0,Canada,Dhaka,Individual,2.0,Web,Quarterly,26.0,7.0,1.0,7.0,-0.14,1.0,70.0,140.0,PayPal,1.0,Yes,Yes,2.0,44.2900155936183,,4.0,0.0,0.57,0.33,24.0,Satisfied,1.0,0.0,A-b44e3e,
7499,,52.0,Canada,Toronto,Individual,57.0,Mobile,Yearly,22.0,6.0,13.714834641294836,5.0,0.04,3.0,30.0,1710.0,Card,0.0,No,No,2.0,17.923060938892004,Billing,4.0,0.0,0.24,0.45,100.0,Satisfied,0.0,0.0,A-034368,
7500,female,36.0,USA,London,,34.0,Web,monthly,24.0,0.0,21.577207362886774,5.0,0.12,26.0,70.0,2380.0,Card,1.0,No,NO,2.0,27.680801815290984,,4.0,0.0,0.64,0.4,-6.0,Satisfied,0.0,0.0,A-cdf020,
7501,,23.0,UK,Berlin,INDIVIDUAL,49.0,Web,quarterly,25.0,0.0,2.191110094475908,6.0,0.24,0.0,10.0,490.0,PayPal,0.0,No,no,3.0,13.043555795582035,Service,,0.0,0.45,0.36,75.0,Satisfied,0.0,0.0,,
7502,Male,57.0,,Toronto,individual,26.0,,MONTHLY,19.0,2.0,13.901677800130392,5.0,0.07,3.0,20.0,520.0,Bank Transfer,0.0,No,,1.0,40.59211997478023,Technical,3.0,0.0,0.12,0.5,62.0,Satisfied,1.0,0.0,A-FD9422,
7503,Female,71.0,India,,Individual,54.0,Mobile,Quarterly,15.0,6.0,6.417533873609909,8.0,-0.19,7.0,20.0,1080.0,Card,1.0,No,No,1.0,3.3049990435187944,,5.0,0.0,0.14,0.43,19.0,Satisfied,0.0,0.0,A-712426,
7504,MALE,62.0,Australia,London, Individual    ,59.0,Mobile,,23.0,7.0,10.138590203607036,5.0,-0.02,18.0,20.0,1180.0,Card,1.0,No,Yes,0.0,2.156102467248296,Technical,,0.0,0.61,0.2,,Satisfied,2.0,0.0,A-b2225d,
7505,Female,61.0,UK,London,Individual,22.0,Referral,Yearly,17.0,1.0,15.713376484394091,2.0,-0.04,5.0,20.0,440.0,Card,0.0,No,No,0.0,23.440904222371472,Billing,4.0,0.0,0.6,0.04,34.0,Satisfied,2.0,0.0,A-410e86,
7506,,59.0,India,Toronto,Individual,20.0,Web,Yearly,13.0,0.0,18.39425444172881,3.0,0.05,2.0,20.0,400.0,Card,,Yes,No,1.0,22.06986967747042,,,0.0,0.31,0.21,35.0,Satisfied,1.0,1.0,,
7507,female,52.0,,Toronto,SME,29.0,Web,MONTHLY,23.0,0.0,18.302861024883043,7.0,0.12,3.0,10.0,290.0,PayPal,,Yes, No    ,4.0,31.097461070912598,,2.0,0.0,0.67,,9.0,Satisfied,2.0,0.0,A-3793Ee,
